x,Ci,Si
0,-∞,0
1,0.33740392290096813466264620388915076999757803258573189480131854243613033003,0.94608307036718301494135331382317965781233795473811179047145477356668703654
2,0.4229808287748649956985651531982558941357377563061876881101624557656023037,1.6054129768026948485767201481985889408485834223284996602890063065645293572
3,0.11962978600800032762647228117667785054683652498707189710382611267577628901,1.8486525279994682563977302511119732451645127303094656949797230724356059127
4,-0.14098169788693041163914489869403592671296835546169386158585682447124356279,1.7582031389490530581055593033585016172095794609626097925922092164992749797
5,-0.19002974965664387861845890011630080649673915610185662891281221625589163593,1.549931244944674137274408400730639012183184893966372210477969710681487209
6,-0.068057243893247126204168304840617428415969190135648991258484458315115602038,1.4246875512805065357690310279171420184922854491902382131742806687626917796
7,0.076695278482184518382915763031436846848903015516736613052516405969331644467,1.454596614248093590614768493836160420066907406317066317971382944586349496
8,0.12243388253200955729229595826873502703537378717589822062987235142767758525,1.5741868217069420520829714512066585071767892219248638595217191011324461408
9,0.055347531333133607085641648449793252002663554318911601082662829373066040606,1.665040075829602495106653427897108463186698581348304888159685078228535593
10,-0.04545643300445537263453282995262785288764695795731688693056698788786471805,1.6583475942188740493309718793896724806302543483095798421957226946609595658
11,-0.089563135495479979482467630511344243989294186181740388477853057385498342817,1.5783068069457274157192757451897025059122374765981746775790216115424610114
12,-0.049780006884113675595921208736990610227111186533761067357879703255967939737,1.5049712415263733705271485321181626089292158793563714245702102444291435727
13,0.026764125564034555036749866752518325464671965991242225933260856844290121785,1.4993617228628245642276067822600943311729386258800055519214388241353315833
14,0.069396355927584547274383268243500343494226041798933100793855630628713752701,1.5562110500776650537036318928036787209919532259629313600195660144102073871
15,0.046278677674360439604310830918246176172949477204068653803917827043348261336,1.6181944437083687391239886314234102860441244162588011313422359878469363103
16,-0.014200190120190022398772786291581989353545627304954197306204917649670744981,1.6313022682700328861466033168675864479048271357550607333176854253442988942
17,-0.055242682260813850527340099515157432974831856833020793994847547896301053507,1.5901364158707011224338474100035777973053502279931343298370271020258574752
18,-0.043475102999501004783441149208508254203237101535227169065112054117229521518,1.5366080968611854623611738938844531775635905026830066241521655960072278264
19,0.0051503710084261285698550925220262294336630659516652719999445051862513395663,1.5186300317693639315716345502466891579897625994221149972233020441238557761
20,0.044419820845353316539768716992570578425225165154532972623512986630592942005,1.5482417010434398401636433421295136922615733621093034060136243268023174874
21,0.040890500154692369710302899249089805923989036928755985408307967254882995128,1.5948909680696593214435884758816216376885473512379209413541412223690686899
22,0.0016406919157377497266809806542202775258522904034347201233986535855746013635,1.6160837365943665431144310271894281593183112292252453832932307753179370107
23,-0.035659860382261682929531295701845576308835605641106509580472999845066069147,1.5954594323131568387992144030633092309509887032235448853839248775170280002
24,-0.038333015551247147678469286595804275562397283577259588732774149719994608117,1.5547386917229191000580557839396753274338397483694462270040488479239815063
25,-0.0068485971797025909189387780317217965938025653721821961537367505050099461925,1.5314825509999613226311831930136889780163983802092287241222102530148243891
26,0.028295151031757131908421129939633699125658288288764195065114976975438885909,1.5448688629863385578877372602910703474515844356452516952605520697762251955
27,0.035723217717395868925241219853532576486400811172008017673133496951447385422,1.5802856839686727304854954548115796827421844679275354813251508807345173507
28,0.010869534308760866398599074678928447167230472800258529026220711288277276134,1.604745738290371952720589746720078689965890266833071091779312587149796981
29,-0.021946972974023044381717054217944112613340925245181452779462190310401386064,1.5973145150441210008599946394111544157036707737267835855122552539009140912
30,-0.033032417282071143779226440963003714154682129872004344479209068631410176488,1.5667565400303511109837313090067981665234950114561546373647319046625056554
31,-0.013952717088765381112787853592670354376458291586139221025507613975419735155,1.5417670372937894723240867742838413823644378105863261159771459386034801117
32,0.016388823376158679765221589376084828149332661718132692051376310712978811585,1.5442417770591415153742577903628644987126352227837906789702977101055530538
33,0.030257434171747310646419094469659173066279990642550880364368506963705442688,1.5702846981686859047132482165043611271292277735184329838498276048112234613
34,0.016264916437355766981656351943797742325948427740394115906133928227332105636,1.595256185182468624967114677623078532892524112260874334791582868293673115
35,-0.011479856355303129499552425912915793196181987661573132666001593035980985498,1.5969222045083056253533912448213630855108074942297575938507666600858720217
36,-0.027408995844977448121931477181528588482123368807951672911548459156472619598,1.5751072095567770007576386282441046495529501232230840029121574361895823895
37,-0.01792441971037487873388415728905227343441549668018469301629591400023576065,1.5506074710255766434847172063397510257788206028233760963664474542597770332
38,0.0071297618019713797135513765115450512872113476358081679334807561273964389714,1.545492937235698740561891130750334584954776960249025130130653540060223647
39,0.024505833417995328078649087077462913025379332915784589099190501247016873164,1.5633370576963706545537938005319184519027160656304725811764572021625233532
40,0.019020007896208766961981203420267962424103186217876229365747279343389240315,1.5869851193547845067756659620146420461393778848523500710367409159560503956
41,-0.0032789946012720722024609596560148576662912444730612346278739875566208943037,1.5949433514421950127383938289289206661772626253139734398829845339824039215
42,-0.021571379386110010393274043560749290884111922400414188101745960859661609192,1.5808268837150162469672428153742672034502333390630793044574925815464893184
43,-0.019622068619766029163853402458906338008624722938805783176550685798637063096,1.5583489966293347193592310816317861915077287269476651501257766465392557971
