x,y,m,f1
-1013.5,-6.8594763143083034053430145724253555e-444,8,1014.4990162283682801746942134139056
-1013.375,-7.7737628080529753796822281932337963e-444,8,1014.3740161073771071816380749413268
-1013.25,-8.8099129356983097649336740296310578e-444,8,1014.2490159863561697179345473933659
-1013.125,-9.984169703901802700781862551803799e-444,8,1014.1240158653054567988636563954699
-1013,-1.1314941125793212256866759456405358e-443,8,1013.9990157442249574342994573411767
-1012.875,-1.2823088791822422550719483900936975e-443,8,1013.8740156231146606287067093830957
-1012.75,-1.4532254903876351244061323751108706e-443,8,1013.7490155019745553811375469679959
-1012.625,-1.6469232899394497908954999000868875e-443,8,1013.6240153808046306852281489138832
-1012.5,-1.8664387475550009114067760343816643e-443,8,1013.4990152596048755291954050269517
-1012.375,-2.1152130597981940647852981731600624e-443,8,1013.3740151383752788958335802562858
-1012.25,-2.3971460956204931656542779544566655e-443,8,1013.249015017115829762510976384194
-1012.125,-2.7166575322443135693747973426276607e-443,8,1013.1240148958265171011665912500478
-1012,-3.0787561397828192712234008164312004e-443,8,1012.9990147745073298783067755055005
-1011.875,-3.4891183007336766692221378169591688e-443,8,1012.8740146531582570550018868989575
-1011.75,-3.9541769952547501973251551196879408e-443,8,1012.7490145317792875868829420871664
-1011.625,-4.481222647196518327609958003324115e-443,8,1012.6240144103704104241382659717963
-1011.5,-5.0785174118011446529314764377260339e-443,8,1012.4990142889316145115101385588692
-1011.375,-5.7554246966964820538472928215581887e-443,8,1012.3740141674628887882914393389087
-1011.25,-6.5225559466181583790300156245866231e-443,8,1012.2490140459642221883222891856652
-1011.125,-7.3919369929279309098329740734567893e-443,8,1012.1240139244356036399866897712787
-1011,-8.3771965757043343376300101609605771e-443,8,1011.9990138028770220662091604957336
-1010.875,-9.4937799937704123453174875709136301e-443,8,1011.8740136812884663844513729284619
-1010.75,-1.0759191231942019840739345664569954e-442,8,1011.7490135596699255067087827599473
-1010.625,-1.2193267361204111620324265074119679e-442,8,1011.6240134380213883395072592611793
-1010.5,-1.3818489513449998425188324693617648e-442,8,1011.4990133163428437838997122488075
-1010.375,-1.5660335305780973721144143538214473e-442,8,1011.3740131946342807354627165538409
-1010.25,-1.7747678239149365890044578529427364e-442,8,1011.249013072895688084293133991737
-1010.125,-2.0113240332523381379881182817029034e-442,8,1011.1240129511270547150047328317226
-1010,-2.2794105088301253202324787517659216e-442,8,1010.9990128293283695067248047631858
-1009.875,-2.5832298830488096673870450578121489e-442,8,1010.8740127074996213330907793569775
-1009.75,-2.9275449528998219698236041002155408e-442,8,1010.749012585640799062246836019457
-1009.625,-3.3177533438161409617370049343981838e-442,8,1010.6240124637518915568405134371166
-1009.5,-3.759972125413656115046429164073119e-442,8,1010.4990123418328876740193165096153
-1009.375,-4.2611337056050751037985873505273772e-442,8,1010.3740122198837762654273207690506
-1009.25,-4.8290945063743843895237918371226784e-442,8,1010.2490120979045461772017742832968
-1009.125,-5.4727581248725188131526847570423271e-442,8,1010.1240119758951862499696970412331
-1009,-6.2022149105751621763009096104708542e-442,8,1009.9990118538556853188444778176856
-1008.875,-7.0289001465913411800136324706773791e-442,8,1009.874011731786032213422468515902
-1008.75,-7.9657733148610386973529436643798752e-442,8,1009.7490116096862157577795759853798
-1008.625,-9.0275212555035267361575672128892031e-442,8,1009.6240114875562247704678513128618
-1008.5,-1.0230788405157006055572406901885293e-441,8,1009.4990113653960480645120765843146
-1008.375,-1.1594437723656582516284834939719497e-441,8,1009.3740112432056744474063491157015
-1008.25,-1.3139846399486452930168478859097793e-441,8,1009.2490111209850927211106631503599
-1008.125,-1.4891240969655283396191432836645014e-441,8,1009.1240109987342916820474890207898
-1008,-1.6876077107528265537367036624063722e-441,8,1008.9990108764532601210983497726601
-1007.875,-1.9125470032391603032559184057443122e-441,8,1008.8740107541419868236003952488355
-1007.75,-2.1674682288102683068452423179177995e-441,8,1008.7490106318004605693429736312244
-1007.625,-2.4563676537532584812164043346554339e-441,8,1008.6240105094286701325642004382479
-1007.5,-2.783774203873574802184487156324247e-441,8,1008.4990103870266042819475249757254
-1007.375,-3.1548204623862690609019725050841976e-441,8,1008.3740102645942517806182942389732
-1007.25,-3.5753231310873473328314319298733896e-441,8,1008.2490101421316013861403142639054
-1007.125,-4.051874216163361192196854874580635e-441,8,1008.1240100196386418505124089249311
-1007,-4.5919443681237091037052580622309146e-441,8,1007.9990098971153619201649761774322
-1006.875,-5.2039999958759699704660474812971122e-441,8,1007.874009774561750335956541742611
-1006.75,-5.897635990896983253293919842448039e-441,8,1007.7490096519777958331703102324878
-1006.625,-6.6837261421664280344487606142711394e-441,8,1007.6240095293634871415107137128334
-1006.5,-7.5745935998616489991618770291432606e-441,8,1007.4990094067188129850999577018126
-1006.375,-8.5842040601100861713646840407729831e-441,8,1007.374009284043762082474564602118
-1006.25,-9.7283846992860437322812997465370349e-441,8,1007.2490091613383231465819145643676
-1006.125,-1.1025072290005580456887067951201928e-440,8,1007.124009038602484884776783779539
-1006,-1.2494594388445199636137608985455141e-440,8,1006.9990089158362359988178801982121
-1005.875,-1.41599880010584251121677969265705e-440,8,1006.8740087930395651848643766743851
-1005.75,-1.6047360726316852168435618204159351e-440,8,1006.7490086702124611334724415316342
-1005.625,-1.8186300032969766499046362178996419e-440,8,1006.6240085473549125295917665493767
-1005.5,-2.0610337090937567050672456862081184e-440,8,1006.4990084244669080525620923670018
-1005.375,-2.3357472426159016111351416348494594e-440,8,1006.3740083015484363761097313036274
-1005.25,-2.6470771639907607548269624921749717e-440,8,1006.2490081785994861683440875912393
-1005.125,-2.9999040531471931012997908892231809e-440,8,1006.1240080556200460917541750189696
-1005,-3.3997590207877851283575154509106006e-440,8,1005.9990079326101048032051319862648
-1004.875,-3.8529104175030788143595594587816833e-440,8,1005.8740078095696509539347339626956
-1004.75,-4.3664621003389599460806814327155474e-440,8,1005.7490076864986731895499033521558
-1004.625,-4.9484647973112516979382378223444251e-440,8,1005.6240075633971601500232167591964
-1004.5,-5.6080423156943899964353284560867473e-440,8,1005.4990074402651004696894096552391
-1004.375,-6.3555345726127835365462644428800507e-440,8,1005.3740073171024827772418784424097
-1004.25,-7.2026596901820974708236860261642232e-440,8,1005.2490071939092956957291799127313
-1004.125,-8.1626976963175072340569484824531945e-440,8,1005.1240070706855278425515281004151
-1004,-9.2506987110322678665056560364504542e-440,8,1004.9990069474311678294572885249809
-1003.875,-1.0483718881902564501975318266295862e-439,8,1004.8740068241462042625394698229436
-1003.75,-1.188108776739113257546573033273967e-439,8,1004.749006700830625742232212765792
-1003.625,-1.3464711359722231001891768953096464e-439,8,1004.6240065774844208633072766619912
-1003.5,-1.5259415497712886402489314938603007e-439,8,1004.4990064541075782148705231407318
-1003.375,-1.7293335053148730171729879583655152e-439,8,1004.3740063307000863803583973151516
-1003.25,-1.959835499187352306445809177865814e-439,8,1004.2490062072619339375344063227488
-1003.125,-2.2210610223988989256837919492458826e-439,8,1004.1240060837931094584855952407072
-1003,-2.5171052079184688957057086172892169e-439,8,1003.9990059602936015096190203738498
-1002.875,-2.8526090287684473229342967917785717e-439,8,1003.874005836763398651658219912935
-1002.75,-3.2328320530980518256738507948013942e-439,8,1003.7490057132024894396396819610066
-1002.625,-3.6637348967984456627410068559318596e-439,8,1003.6240055896108624229093099255099
-1002.5,-4.1520726662487541786461062686521726e-439,8,1003.4990054659885061451188852738787
-1002.375,-4.705500856072101617531805558925077e-439,8,1003.3740053423354091442225276503007
-1002.25,-5.3326953620353534088754998956258795e-439,8,1003.2490052186515599524731523513624
-1002.125,-6.0434884905064387495496266985369769e-439,8,1003.1240050949369470964189251582764
-1002,-6.849023096657917464553321547885789e-439,8,1002.9990049711915590968997145233874
-1001.875,-7.7619272678062050816787423690389727e-439,8,1002.8740048474153844690435411086544
-1001.75,-8.7965122903579574089852047666886058e-439,8,1002.7490047236084117222630246738026
-1001.625,-9.9689970038477791273799140165229164e-439,8,1002.6240045997706293602518283118368
-1001.5,-1.1297762059216916903769922777500581e-438,8,1002.4990044759020258809811000296046
-1001.375,-1.2803638067285909077684407827882349e-438,8,1002.3740043520025897766959116710974
-1001.25,-1.4510232154664664429440051795206344e-438,8,1002.2490042280723095339116951811742
-1001.125,-1.6444298046450111535701177240754424e-438,8,1002.1240041041111736334106762073891
-1001,-1.8636155477423556653087684404109601e-438,8,1001.9990039801191705502383050376032
-1000.875,-2.1120165506774527334215133945643463e-438,8,1001.8740038560962887536996848710595
-1000.75,-2.3935269187768334301782591856103722e-438,8,1001.7490037320425167073559974205954
-1000.625,-2.712559803697994104785816358156013e-438,8,1001.6240036079578428690209258436653
-1000.5,-3.0741165873307374229176448134450488e-438,8,1001.4990034838422556907570749998454
-1000.375,-3.4838652872599619138109879851760853e-438,8,1001.3740033596957436188723890324887
-1000.25,-3.9482294129384532594200321287570885e-438,8,1001.2490032355182950939165662721956
-1000.125,-4.4744886655525113249759083046192233e-438,8,1001.1240031113098985506774714597651
-1000,-5.0708930602351665499272009996859251e-438,8,1000.9990029870705424181775452862873
-999.875,-5.7467922597020623422691932149415732e-438,8,1000.8740028628002151196702112480363
-999.75,-6.5127821468525507702649249972428898e-438,8,1000.7490027384989050726362798138213
-999.625,-7.3808709341316054043092811567955438e-438,8,1000.6240026141666006887803499024486
-999.5,-8.3646674137235374475436335151878923e-438,8,1000.499002489803290374027207667949
-999.375,-9.4795942997476700329562346773956345e-438,8,1000.3740023654089625285182225902177
-999.25,-1.0743130006990534906906681236474411e-437,8,1000.2490022409836055466077408687169
-999.125,-1.2175082656505558955487143239104737e-437,8,1000.1240021165272078168594761168842
-999,-1.3797900603628333855978362882725203e-437,8,999.99900199203975772204289735488992
-998.875,-1.5637024356513677058226816306337727e-437,8,999.87400186752124363912961429838495
-998.75,-1.7721285402175766812448036156394435e-437,8,999.74900174297165393928975994087549
-998.625,-2.008335819237705903886186880480798e-437,8,999.62400161839097698788837042736162
-998.5,-2.2760272375093753798035691784070238e-437,8,999.4990014937792011444817622168724
-998.375,-2.5793993301750180902306048149002385e-437,8,999.37400136913631476281390653152874
-998.25,-2.9232079910767966368127936731009803e-437,8,999.24900124446230619081280108976245
-998.125,-3.3128430300998133845098841557959518e-437,8,999.12400111975716377058683912131792
-998,-3.7544126683311918484969301995035425e-437,8,998.99900099502087583842117566166011
-997.875,-4.2548392956570299320167346868784889e-437,8,998.87400087025343072477409112341037
-997.75,-4.8219679919796968704907593391169674e-437,8,998.7490007454548167542733521424293
-997.625,-5.46468951333240310454240545255347e-437,8,998.62400062062502224571256969616325
-997.5,-6.1930796709332965183255543582226937e-437,8,998.49900049576403551204755449186893
-997.375,-7.0185572882125303418856573751704204e-437,8,998.37400037087184486039266962232798
-997.25,-7.9540632120916603921463512388365201e-437,8,998.24900024594843859201718048666111
-997.125,-9.0142631848612277590996139013191198e-437,8,998.12400012099380500234160197384911
-997,-1.0215777757063925171576870527389266e-436,8,997.99899999600793238093404290656528
-996.875,-1.1577442845711501221960044586030687e-436,8,997.87399987099080901150654774292198
-996.75,-1.3120605022589342080021295658425521e-436,8,997.74899974594242317191143553373098
-996.625,-1.4869456161865133573997121493165518e-436,8,997.62399962086276313413763613287553
-996.5,-1.6851412693252702796735962498012957e-436,8,997.49899949575181716430702365838902
-996.375,-1.9097545406262342600958684495386989e-436,8,997.37399937060957352267074720183332
-996.25,-2.1643066543557277930233709433716648e-436,8,997.24899924543602046360555878356693
-996.125,-2.4527881819556314395175997903590069e-436,8,997.1239991202311462356101385514911
-996,-2.7797216018254992825361211359096255e-436,8,996.9989989949949390813014172208593
-995.875,-3.1502321977738367947868332381577518e-436,8,996.87399886972738723741089575273337
-995.75,-3.5701284076111330979520915516775659e-436,8,996.74899874442847893478096226866681
-995.625,-4.0459928815071084898981374264944453e-436,8,996.62399861909820239836120619919382
-995.5,-4.5852856776316506722454872846410972e-436,8,996.49899849373654584720472966369962
-995.375,-5.1964612128752021492901159820207266e-436,8,996.37399836834349749446445607924577
-995.25,-5.8891008020829018107413025356159845e-436,8,996.24899824291904554738943599592134
-995.125,-6.6740628636181574750528935408787419e-436,8,996.12399811746317820732115015628852
-995,-7.5636531460267194300859746557479768e-436,8,995.99899799197588366968980977648889
-994.875,-8.5718176444435906480868822889471415e-436,8,995.87399786645715012401065404657392
-994.75,-9.7143612310928347394517829928317007e-436,8,995.7489977409069657538802448476211
-994.625,-1.1009195427350990490268177318679944e-435,8,995.62399761532531873697275868319441
-994.5,-1.2476619201698133002302516633996134e-435,8,995.49899748971219724503627582270547
-994.375,-1.4139637195628771280756464868636621e-435,8,995.37399736406758944388906665422945
-994.25,-1.6024320366354532084680824074952875e-435,8,995.24899723839148349341587524432697
-994.125,-1.8160214700100645993150003579785672e-435,8,995.12399711268386754756420010242125
-994,-2.0580804403403434050923704922485939e-435,8,994.99899698694472975434057214727676
-993.875,-2.3324036833870647808107630286969314e-435,8,994.87399686117405825580682987312377
-993.75,-2.6432917399759759277064298877692573e-435,8,994.74899673537184118807639171297021
-993.625,-2.9956183754634912623768121570951624e-435,8,994.62399660953806668131052559664
-993.5,-3.3949069856477565971394512821573655e-435,8,994.49899648367272285971461570107471
-993.375,-3.8474171869437336727080084682595733e-435,8,994.37399635777579784153442639043255
-993.25,-4.3602429483004346609052430245010354e-435,8,994.24899623184727973905236334351658
-993.125,-4.9414238032792483044004156348708791e-435,8,994.1239961058871566585837318660613
-993,-5.6000708857710803608064412662128354e-435,8,993.99899597989541670047299238540448
-992.875,-6.3465097652215178490222680638765509e-435,8,993.87399585387204795909001312506849
-992.75,-7.1924423206006559501075929463139874e-435,8,993.7489957278170385228263199567729
-992.625,-8.1511301908264506127394502095441925e-435,8,993.62399560173037647409134342739776
-992.5,-9.2376026776066758292751438631709168e-435,8,993.49899547561204988930866295841431
-992.375,-1.0468892360007670434379974845747652e-434,8,993.37399534946204683891224821529749
-992.25,-1.1864302114497789512483353955062911e-434,8,993.24899522328035538734269764443204
-992.125,-1.3445707726560616593970528485631876e-434,8,993.12399509706696359304347417502167
-992,-1.5237900837946157730922698605406712e-434,8,992.99899497082185950845713808350789
-991.875,-1.7268977605974873232348077817190612e-434,8,992.87399484454503118002157701800309
-991.75,-1.9570779167942922124780753729027888e-434,8,992.74899471823646664816623318023941
-991.625,-2.2179390815832197037458393240257744e-434,8,992.62399459189615394730832766253305
-991.5,-2.513570770693792665980241018980561e-434,8,992.49899446552408110584908193726042
-991.375,-2.8486075979119255121893227112658046e-434,8,992.37399433912023614616993649634075
-991.25,-3.2283019321507045055409616389219737e-434,8,992.24899421268460708462876663821665
-991.125,-3.6586062391200669416664489150668407e-434,8,992.12399408621718193155609539982206
-991,-4.1462663984754473988803240845727871e-434,8,991.99899395971794869125130363102412
-990.875,-4.6989274593897132650210442397525782e-434,8,991.87399383318689536197883720902325
-990.75,-5.3252534924918167139855841310641834e-434,8,991.74899370662400993596441139019305
-990.625,-6.035063417106590251115199213316926e-434,8,991.6239935800292803993912122968391
-990.5,-6.8394849331775334820442135366735344e-434,8,991.49899345340269473239609553635324
-990.375,-7.7511289710846014374509223509847605e-434,8,991.37399332674424090906578195023746
-990.25,-8.784287394231581201585038540935847e-434,8,991.24899320005390689743305049046868
-990.125,-9.9551570538154142103735157725082212e-434,8,991.12399307333168065947292822067361
-990,-1.1282093708317732932274186549544252e-433,8,990.99899294657755015109887743957985
-989.875,-1.2785899788453640276923292751327728e-433,8,990.87399281979150332215897992420726
-989.75,-1.4490150518914373929449321841152449e-433,8,990.74899269297352811643211829026074
-989.625,-1.6421563509567341779567805256732392e-433,8,990.62399256612361247162415446718325
-989.5,-1.8610417610256244389605238079170265e-433,8,990.49899243924174431936410528532524
-989.375,-2.1091027595659344056707041066819864e-433,8,990.37399231232791158520031517268393
-989.25,-2.3902282121923190143213269082362909e-433,8,990.24899218538210218859662595866374
-989.125,-2.7088253388713942154367002140720291e-433,8,990.12399205840430404292854378230611
-989,-3.0698888064469522513802209465464397e-433,8,989.99899193139450505547940310243474
-988.875,-3.4790790306616652135375853932884004e-433,8,989.87399180435269312743652780715951
-988.75,-3.9428109152309929968675930651517633e-433,8,989.74899167727885615388738942017987
-988.625,-4.4683544191490269894309697868540266e-433,8,989.62399155017298202381576240132576
-988.5,-5.0639485288399015821182050845663322e-433,8,989.49899142303505862009787653877183
-988.375,-5.738930421919293626784648688654761e-433,8,989.37399129586507381949856643035772
-988.25,-6.5038818474930034073681533225979854e-433,8,989.24899116866301549266741805144496
-988.125,-7.3707950178274145577213300827470345e-433,8,989.12399104142887150413491240673832
-988,-8.3532606121111919350708835250261302e-433,8,988.99899091416262971230856626349661
-987.875,-9.4666808396843429031790937367835589e-433,8,988.87399078686427796946906996355583
-987.75,-1.0728510902974385874925866904774915e-432,8,988.74899065953380412176642231158449
-987.625,-1.2158532645608888332342653973643605e-432,8,988.62399053217119600921606253698856
-987.5,-1.3779164675749061605872520567256752e-432,8,988.49899040477644146569499932688087
-987.375,-1.5615813826520825149112092467478803e-432,8,988.3739902773495283189379369275271
-987.25,-1.7697273463472573900065814573950149e-432,8,988.24899014989044439053339831167806
-987.125,-2.0056174883422539539799361992744831e-432,8,988.12399002239917749591984540919505
-987,-2.2729498881387095287822131033910283e-432,8,987.99898989487571544438179639837277
-986.875,-2.5759155505553312919208759515346763e-432,8,987.87398976732004603904594005536142
-986.75,-2.9192641089262541700306231233992312e-432,8,987.74898963973215707687724715908717
-986.625,-3.308378286046588440818690157551776e-432,8,987.62398951211203634867507894906742
-986.5,-3.7493582802090218811556046883158723e-432,8,987.49898938445967163906929263351458
-986.375,-4.2491173992739519646275561978781749e-432,8,987.37398925677505072651634394511983
-986.25,-4.8154904420544435651126967276080393e-432,8,987.24898912905816138329538674190513
-986.125,-5.4573565261408653233902322551097614e-432,8,987.12398900130899137550436965052962
-986,-6.1847782877713749663232471584831109e-432,8,986.99898887352752846305612974943357
-985.875,-7.0091596360241330930018529292840456e-432,8,986.87398874571376039967448328920054
-985.75,-7.9434245344891347292411083884782972e-432,8,986.74898861786767493289031344751583
-985.625,-9.0022196132321271848872555162709043e-432,8,986.62398848998925980403765511609633
-985.5,-1.0202143787458354109566502632625577e-431,8,986.49898836207850274824977671696472
-985.375,-1.1562008482676828614537150988860929e-431,8,986.3739882341353914944552590454378
-985.25,-1.3103132545994192055041178209719338e-431,8,986.2489881061599137653740711371965
-985.125,-1.4849676466953420627534771595388438e-431,8,986.12398797815205727751364315680208
-985,-1.68290211476018554683704918062719e-431,8,985.99898785011180974116493630502068
-984.875,-1.9072197159886757522554026881452194e-431,8,985.8739877220391588603985097423156
-984.75,-2.1614371219984146077997204123890265e-431,8,985.74898759393409233306058452586378
-984.625,-2.449539750617686316850148188082272e-431,8,985.62398746579659785076910455745074
-984.5,-2.7760442463473420956400743426006898e-431,8,985.49898733762666309890979453959518
-984.375,-3.14606928902375233620837124812309e-431,8,985.37398720942427575663221493725183
-984.25,-3.5654158407740832665613510252014391e-431,8,985.24898708118942349684581394243864
-984.125,-4.0406580893227702066832772477050006e-431,8,985.12398695292209398621597643913151
-984,-4.579246513398774589231459516684105e-431,8,984.99898682462227488516006996576708
-983.875,-5.1896246860359883389720913757856923e-431,8,984.87398669628995384784348767269155
-983.75,-5.8813616469333722025096323466816131e-431,8,984.74898656792511852217568827189073
-983.625,-6.6653019191236026578332716695025585e-431,8,984.62398643952775654980623297633364
-983.5,-7.5537355218157422502795467407228196e-431,8,984.49898631109785556612081942625968
-983.375,-8.5605906447653878004402062388404188e-431,8,984.37398618263540320023731259973622
-983.25,-9.7016520047995850652787416605478507e-431,8,984.24898605414038707500177270481107
-983.125,-1.0994808307753320482088305772178556e-430,8,984.12398592561279480698448005058157
-983,-1.2460332695371822794726649074237659e-430,8,983.99898579705261400647595689449898
-982.875,-1.4121200573851820627500930893730038e-430,8,983.87398566845983227748298626322464
-982.75,-1.6003449806742426882972608572636708e-430,8,983.74898553983443721772462774435125
-982.625,-1.8136588919090206856905672352462899e-430,8,983.62398541117641641862823024630008
-982.5,-2.0554059712405654448185325806352325e-430,8,983.49898528248575746532544172370206
-982.375,-2.3293761543050081919547106105601411e-430,8,983.37398515376244793664821586556823
-982.25,-2.6398645483366067699669262469236564e-430,8,983.24898502500647540512481574355191
-982.125,-2.9917387680456920158555070656676943e-430,8,983.12398489621782743697581441760256
-982,-3.3905152469137097966596152696468863e-430,8,982.99898476739649159211009249630838
-981.875,-3.8424457202691630616431571569910971e-430,8,982.87398463854245542412083264922193
-981.75,-4.3546152359758384252135775903224494e-430,8,982.74898450965570648028151106846049
-981.625,-4.9350532292883072252231449557640271e-430,8,982.62398438073623230154188587686989
-981.5,-5.5928594032426195245321661304679545e-430,8,982.49898425178402042252398248003793
-981.375,-6.3383463880633206334519987233717225e-430,8,982.3739841227990583715180758594408
-981.25,-7.1832014161203746996854329617912144e-430,8,982.24898399378133367047866980400293
