x,g
-123.4375,-124.42958900437720343333621050844915
-123.421875,-124.41396302614604725305000581189089
-123.40625,-124.39833704767287762369474488627502
-123.390625,-124.38271106895760470212342806852583
-123.375,-124.36708509000013860070300268208198
-123.359375,-124.35145911080038938728681909446217
-123.34375,-124.33583313135826708518706630277481
-123.328125,-124.32020715167368167314718702941365
-123.3125,-124.30458117174654308531427231016377
-123.296875,-124.28895519157676121121143555692478
-123.28125,-124.27332921116424589571016607724021
-123.265625,-124.2577032305089069390026620328046
-123.25,-124.24207724961065409657414281910201
-123.234375,-124.22645126846939707917514084831204
-123.21875,-124.21082528708504555279377271760161
-123.203125,-124.19519930545750913862798974490306
-123.1875,-124.17957332358669741305780785426145
-123.171875,-124.16394734147251990761751679281596
-123.15625,-124.14832135911488610896786866146269
-123.140625,-124.13269537651370545886824574122813
-123.125,-124.1170693936688873541488075973649
-123.109375,-124.10144341058034114668261744316336
-123.09375,-124.08581742724797614335774774545495
-123.078125,-124.07019144367170160604936505376497
-123.0625,-124.0545654598514267515917940350549
-123.046875,-124.0389394757870607517505606959761
-123.03125,-124.02331349147851273319441477453899
-123.015625,-124.00768750692569177746733128308374
-123,-123.99206152212850692096049118442042
-122.984375,-123.97643553708686715488424118298873
-122.96875,-123.96080955180068142524003261286907
-122.953125,-123.945183566269858632792339404459
-122.9375,-123.92955758049430763304055511161081
-122.921875,-123.91393159447393723619086898100782
-122.90625,-123.89830560820865620712812104553909
-122.890625,-123.88267962169837326538763622341375
-122.875,-123.86705363494299708512703740473841
-122.859375,-123.85142764794243629509803750726248
-122.84375,-123.83580166069659947861821048297834
-122.828125,-123.82017567320539517354274125724494
-122.8125,-123.80454968546873187223615458208516
-122.796875,-123.788923697486518021544022785289
-122.78125,-123.77329770925866202276465239693636
-122.765625,-123.757671720785072231620749634935
-122.75,-123.74204573206565695823106473115061
-122.734375,-123.72641974310032446708201507968793
-122.71875,-123.71079375388898297699928718886327
-122.703125,-123.69516776443154066111941741839046
-122.6875,-123.67954177472790564686135148328377
-122.671875,-123.66391578477798601589798270596303
-122.65625,-123.64828979458168980412766899802761
-122.640625,-123.63266380413892500164572855314746
-122.625,-123.61703781344959955271591423250103
-122.609375,-123.60141182251362135574186662417112
-122.59375,-123.58578583133089826323854575789152
-122.578125,-123.57015983990133808180364145651832
-122.5625,-123.55453384822484857208896230558162
-122.546875,-123.53890785630133744877180322225441
-122.53125,-123.52328186413071238052629160505703
-122.515625,-123.50765587171288098999471204559676
-122.5,-123.49202987904775085375880958362355
-122.484375,-123.47640388613522950231107148666429
-122.46875,-123.46077789297522442002598753547906
-122.453125,-123.44515189956764304513128879656432
-122.4375,-123.42952590591239276967916486290911
-122.421875,-123.41389991200938093951745954419168
-122.40625,-123.39827391785851485426084498758498
-122.390625,-123.38264792345970176726197421032084
-122.375,-123.36702192881284888558261202514373
-122.359375,-123.35139593391786336996474433976613
-122.34375,-123.33576993877465233480166581141867
-122.328125,-123.32014394338312284810904583756941
-122.3125,-123.30451794774318193149597286386746
-122.296875,-123.28889195185473656013597699034753
-122.28125,-123.27326595571769366273803085691271
-122.265625,-123.2576399593319601215175287890941
-122.25,-123.24201396269744277216724418506663
-122.234375,-123.22638796581404840382826512488156
-122.21875,-123.21076196868168375906090818285718
-122.203125,-123.19513597130025553381561042404978
-122.1875,-123.17950997366967037740379956570837
-122.171875,-123.16388397578983489246874228459717
-122.15625,-123.14825797766065563495637065105089
-122.140625,-123.13263197928203911408608667060857
-122.125,-123.11700598065389179232154491405285
-122.109375,-123.10137998177612008534141321666179
-122.09375,-123.0857539826486303620101114274619
-122.078125,-123.07012798327132894434852818925109
-122.0625,-123.0545019836441221075047157301413
-122.046875,-123.03887598376691607972456264735155
-122.03125,-123.02324998363961704232244466396214
-122.015625,-123.00762398326213112965185333932224
-122,-122.99199798263436442907600271378305
-121.984375,-122.97637198175622298093841386840974
-121.96875,-122.96074598062761277853347738030602
-121.953125,-122.94511997924843976807699365416531
-121.9375,-122.92949397761860984867669111064377
-121.921875,-122.91386797573802887230272221213025
-121.90625,-122.8982419736066026437581373064693
-121.890625,-122.88261597122423692064933626917355
-121.875,-122.86698996859083741335649792464243
-121.859375,-122.85136396570630978500398722688445
-121.84375,-122.83573796257055965143074018022103
-121.828125,-122.82011195918349258116062648042982
-121.8125,-122.80448595554501409537278985676628
-121.796875,-122.78885995165502966787196609528239
-121.78125,-122.77323394751344472505877872384166
-121.765625,-122.75760794312016464590001233921031
-121.75,-122.74198193847509476189886355658423
-121.734375,-122.72635593357814035706516956189205
-121.71875,-122.71072992842920666788561424719477
-121.703125,-122.69510392302819888329391190948249
-121.6875,-122.67947791737502214464096849314924
-121.671875,-122.66385191146958154566502035640686
-121.65625,-122.64822590531178213246175054187921
-121.640625,-122.63259989890152890345438253159807
-121.625,-122.61697389223872680936375146660216
-121.609375,-122.60134788532328075317835281132093
-121.59375,-122.58572187815509559012436844290468
-121.578125,-122.57009587073407612763567014564284
-121.5625,-122.554469863060127125323800490592
-121.546875,-122.53884385513315329494793108051549
-121.53125,-122.52321784695305930038479814021629
-121.515625,-122.50759183851974975759861543232486
-121.5,-122.49196582983312923461096447858355
-121.484375,-122.47633982089310225147066206664912
-121.46875,-122.46071381169957328022360502241483
-121.453125,-122.44508780225244674488259222783332
-121.4375,-122.42946179255162702139712386420158
-121.421875,-122.41383578259701843762317786084877
-121.40625,-122.39820977238852527329296352914785
-121.390625,-122.38258376192605175998465236175149
-121.375,-122.36695775120950208109208597693254
-121.359375,-122.35133174023878037179446118788919
-121.34375,-122.33570572901379071902599217685447
-121.328125,-122.32007971753443716144554975382966
-121.3125,-122.30445370580062368940627767974049
-121.296875,-122.28882769381225424492518603379517
-121.28125,-122.27320168156923272165272160480237
-121.265625,-122.25757566907146296484231528618716
-121.25,-122.24194965631884877131990645442255
-121.234375,-122.22632364331129388945344431057356
-121.21875,-122.21069763004870201912236616463052
-121.203125,-122.19507161653097681168705264228761
-121.1875,-122.17944560275802186995825979380234
-121.171875,-122.1638195887297407481665280845509
-121.15625,-122.1481935744460369519315682468739
-121.140625,-122.13256755990681393823162397278637
-121.125,-122.11694154511197511537281142710525
-121.109375,-122.10131553006142384295843556052709
-121.09375,-122.08568951475506343185828320216775
-121.078125,-122.07006349919279714417789291105559
-121.0625,-122.05443748337452819322780156604854
-121.046875,-122.03881146730015974349276767362498
-121.03125,-122.02318545096959491060097137297746
-121.015625,-122.00755943438273676129319111781764
-121,-121.99193341753948831339195701427988
-120.984375,-121.97630740043975253577068079429012
-120.96875,-121.96068138308343234832276240374596
-120.953125,-121.9450553654704306219306731848329
-120.9375,-121.92942934760065017843501563178064
-120.921875,-121.91380332947399379060355969934272
-120.90625,-121.89817731109036418210025564326168
-120.890625,-121.88255129244966402745422337196078
-120.875,-121.86692527355179595202871828868275
-120.859375,-121.85129925439666253199007360327463
-120.84375,-121.8356732349841662942766190927968
-120.828125,-121.82004721531420971656757629011351
-120.8125,-121.80442119538669522725193007960071
-120.796875,-121.78879517520152520539727667908619
-120.78125,-121.77316915475860198071864798711579
-120.765625,-121.75754313405782783354731227461822
-120.75,-121.74191711309910499479955120001997
-120.734375,-121.72629109188233564594541312684046
-120.71875,-121.71066507040742191897744272277648
-120.703125,-121.69503904867426589637938681926352
-120.6875,-121.67941302668276961109487651048054
-120.671875,-121.66378700443283504649608547074327
-120.65625,-121.64816098192436413635236446920977
-120.640625,-121.63253495915725876479885206080081
-120.625,-121.61690893613142076630506143221605
-120.609375,-121.60128291284675192564344338190569
-120.59375,-121.58565688930315397785792541283589
-120.578125,-121.57003086550052860823242691686466
-120.5625,-121.55440484143877745225935042952354
-120.546875,-121.53877881711780209560804893397892
-120.53125,-121.52315279253750407409326919292526
-120.515625,-121.50752676769778487364357108714092
-120.5,-121.49190074259854593026972293941571
-120.484375,-121.47627471723968863003307280253787
-120.46875,-121.4606486916211143090138956900062
-120.453125,-121.44502266574272425327971672811182
-120.4375,-121.42939663960441969885361020801197
-120.421875,-121.41377061320610183168247451639699
-120.40625,-121.39814458654767178760528292332946
-120.390625,-121.38251855962903065232131020581302
-120.375,-121.36689253245007946135833508562654
-120.359375,-121.35126650501071920004081845993759
-120.34375,-121.33564047731085080345805740318702
-120.328125,-121.32001444935037515643231491871515
-120.3125,-121.30438842112919309348692541857761
-120.296875,-121.28876239264720539881437590997752
-120.28125,-121.2731363639043128062443628667183
-120.265625,-121.25751033490041599921182476405979
-120.25,-121.24188430563541561072495025533828
-120.234375,-121.22625827610921222333316196868888
-120.21875,-121.21063224632170636909507590218707
-120.203125,-121.19500621627279852954643639570365
-120.1875,-121.17938018596238913566802665774572
-120.171875,-121.16375415539037856785355482553402
-120.15625,-121.14812812455666715587751553654481
-120.140625,-121.13250209346115517886302698972228
-120.125,-121.11687606210374286524964347454566
-120.109375,-121.10125003048433039276114334611234
-120.09375,-121.08562399860281788837329242437686
-120.078125,-121.06999796645910542828158279566271
-120.0625,-121.054371934053093037868946994542
-120.046875,-121.03874590138468069167344754415568
-120.03125,-121.02311986845376831335594183302452
-120.015625,-121.00749383526025577566772230637887
-120,-120.99186780180404290041813195001289
-119.984375,-120.97624176808502945844215504464615
-119.96875,-120.96061573410311516956798316875368
-119.953125,-120.94498969985819970258455642780254
-119.9375,-120.92936366535018267520907988781078
-119.921875,-120.91373763057896365405451519112218
-119.90625,-120.89811159554444215459704733226736
-119.890625,-120.88248556024651764114352657175973
-119.875,-120.86685952468508952679888546565163
-119.859375,-120.85123348886005717343353098865389
-119.84375,-120.83560745277131989165071172859912
-119.828125,-120.81998141641877694075386013000642
-119.8125,-120.80435537980232752871390976448253
-119.796875,-120.78872934292187081213658760567191
-119.78125,-120.77310330577730589622968128644502
-119.765625,-120.75747726836853183477028131599188
-119.75,-120.74185123069544763007199823446484
-119.734375,-120.72622519275795223295215468279164
-119.71875,-120.71059915455594454269895236525731
-119.703125,-120.69497311608932340703861388243028
-119.6875,-120.67934707735798762210249941198523
-119.671875,-120.66372103836183593239419821495244
-119.65625,-120.64809499910076703075659494490037
-119.640625,-120.63246895957467955833891073753502
-119.625,-120.61684291978347210456371905817699
-119.609375,-120.60121687972704320709393628455386
-119.59375,-120.58559083940529135179978700232253
-119.578125,-120.56996479881811497272574399071304
-119.5625,-120.55433875796541245205744287566241
-119.546875,-120.53871271684708212008857142778377
-119.53125,-120.52308667546302225518773348249282
-119.515625,-120.50746063381313108376528745959086
-119.5,-120.49183459189730678024015945957976
-119.484375,-120.47620854971544746700663091396176
-119.46875,-120.46058250726745121440110076675298
-119.453125,-120.44495646455321604066882216441683
-119.4375,-120.42933042157263991193061363139984
-119.421875,-120.41370437832562074214954470842919
-119.40625,-120.39807833481205639309759603070771
-119.390625,-120.38245229103184467432229382311911
-119.375,-120.3668262469848833431133187895322
-119.359375,-120.35120020267107010446908937326981
-119.34375,-120.33557415809030261106331936578466
-119.328125,-120.31994811324247846321154984056048
-119.3125,-120.30432206812749520883765538923373
-119.296875,-120.28869602274525034344032463690725
-119.28125,-120.27306997709564131005951501360379
-119.265625,-120.2574439311785654992428817587837
-119.25,-120.24181788499392024901218113582737
-119.234375,-120.22619183854160284482964783335951
-119.21875,-120.21056579182151051956434653026835
-119.203125,-120.1949397448335404534584976012494
-119.1875,-120.17931369757758977409377693967954
-119.171875,-120.16368765005355555635758987460335
-119.15625,-120.14806160226133482240931915858995
-119.140625,-120.13243555420082454164654700319462
-119.125,-120.1168095058719216306712511387357
-119.109375,-120.1011834572745229532559748750733
-119.09375,-120.08555740840852532030997114005253
-119.078125,-120.06993135927382548984532047224997
-119.0625,-120.05430530987032016694302294463795
-119.046875,-120.03867926019790600371906399575763
-119.03125,-120.02305321025647959929045414496728
-119.015625,-120.00742716004593749974124256830857
-119,-119.99180110956617619808850451150943
-118.984375,-119.97617505881709213424830251661771
-118.96875,-119.96054900779858169500162143873615
-118.953125,-119.94492295651054121396027722930466
-118.9375,-119.92929690495286697153279946235174
-118.921875,-119.91367085312545519489028758011292
-118.90625,-119.89804480102820205793224083438946
-118.890625,-119.88241874866100368125236189999655
-118.875,-119.86679269602375613210433413662583
-118.859375,-119.85116664311635542436757247542265
-118.84375,-119.83554058993869751851294790655435
-118.828125,-119.81991453649067832156848554402107
-118.8125,-119.8042884827721936870850362439366
-118.796875,-119.78866242878313941510192175248196
-118.78125,-119.77303637452341125211255335971017
-118.765625,-119.75741031999290489103002403535604
-118.75,-119.74178426519151597115267402278032
-118.734375,-119.72615821011914007812962986715287
-118.71875,-119.71053215477567274392631685395519
-118.703125,-119.69490609916100944678994483385766
-118.6875,-119.67928004327504561121496741000246
-118.671875,-119.66365398711767660790851446369843
-118.65625,-119.64802793068879775375579799450923
-118.640625,-119.63240187398830431178549125069165
-118.625,-119.6167758170160914911350811259161
-118.609375,-119.60114975977205444701619379817633
-118.59375,-119.5855237022560882806798935867709
-118.578125,-119.56989764446808803938195500321383
-118.5625,-119.55427158640794871634810797190716
-118.546875,-119.53864552807556525073925619638301
-118.53125,-119.52301946947083252761666864689806
-118.515625,-119.50739341059364537790714414513822
-118.5,-119.4917673514438985783681490217663
-118.484375,-119.47614129202148685155292782252053
-118.46875,-119.46051523232630486577558703854662
-118.453125,-119.44488917235824723507615183662101
-118.4375,-119.42926311211720851918559576489798
-118.421875,-119.41363705160308322349084340978783
-118.40625,-119.39801099081576579899974597954857
-118.390625,-119.38238492975515064230602979014794
-118.375,-119.36675886842113209555421762892778
-118.359375,-119.35113280681360444640452297157714
-118.34375,-119.3355067449324619279977170278954
-118.328125,-119.31988068277759871891996859180142
-118.3125,-119.30425462034890894316765667101924
-118.296875,-119.28862855764628667011215587184557
-118.28125,-119.27300249466962591446459451437881
-118.265625,-119.25737643141882063624058545356411
-118.25,-119.24175036789376474072492958138322
-118.234375,-119.22612430409435207843629198549267
-118.21875,-119.21049824002047644509185073958802
-118.203125,-119.19487217567203158157191830074667
-118.1875,-119.17924611104891117388453548897588
-118.171875,-119.16362004615100885313003802416709
-118.15625,-119.14799398097821819546559559563219
-118.140625,-119.13236791553043272206972343937135
-118.125,-119.1167418498075458991067663981967
-118.109375,-119.10111578380945113769135543981011
-118.09375,-119.08548971753604179385283660790774
-118.078125,-119.06986365098721116849967238135821
-118.0625,-119.0542375841628525073838154164753
-118.046875,-119.03861151706285900106505464738038
-118.03125,-119.02298544968712378487533371942388
-118.015625,-119.00735938203553993888304173060903
-118,-118.9917333141080004878572762559353
-117.984375,-118.97610724590439840123207862955313
-117.96875,-118.9604811774246265930706414595951
-117.953125,-118.94485510866857792202948835052313
-117.9375,-118.92922903963614519132262580780501
-117.921875,-118.91360297032722114868566729970739
-117.90625,-118.89797690074169848633992945096641
-117.890625,-118.88235083087946984095650034307091
-117.875,-118.86672476074042779362027989586701
-117.859375,-118.85109869032446486979399230516646
-117.84375,-118.83547261963147353928217051101522
-117.828125,-118.81984654866134621619511267125224
-117.8125,-118.80422047741397525891281061496203
-117.796875,-118.78859440588925297004885025039858
-117.78125,-118.77296833408707159641428390193145
-117.765625,-118.75734226200732332898147455053874
-117.75,-118.74171618964990030284791195234499
-117.734375,-118.72609011701469459720000060967583
-117.71875,-118.71046404410159823527681956907455
-117.703125,-118.69483797091050318433385402069911
-117.6875,-118.679211897441301355606698673492
-117.671875,-118.66358582369388460427473288048824
-117.65625,-118.64795974966814472942476748860049
-117.640625,-118.63233367536397347401466338719371
-117.625,-118.61670760078126252483692172973463
-117.609375,-118.60108152591990351248224580277526
-117.59375,-118.5854554507797880113030745165023
-117.578125,-118.56982937536080753937708749105792
-117.5625,-118.55420329966285355847068171281054
-117.546875,-118.5385772236858174740024197347271
-117.53125,-118.52295114742959063500644939497195
