-1 
-1 
-3 
-13 
-71 
-461 
-3447 
-29093 
-273343 
-2829325 
-319989030 
-3927439571 
-52010614552 
-739434244133 
-11235962778634 
-181767283174135 
-3119511448288636 
-56616987748486217 
-1083558644472150638 
-21810969215577836059 
-460666532283568516310 
-10187050984505705628771 
-235396316625173043797192 
-5673470131566263974844213 
-142385564712147016988663354 
-3715149457089551541283284615 
-100636129058455665365496216876 
-2826292426542845553475771442777 
-82190892932668358995265929729438 
-2472108009782115881250676869483179 
-76820027904995335680113314415854470 
-2463771028265865450536086133384374131 
-81475587692168598205285918836455801592 
-2775638051964340642389728488178761773253 
-97327518782988222494266120789711091265514 
-3509908879054352306522174948574801704221335 
-130080500888299857609770775362050466427323996 
-4950749571940802518044160208149914217929816297 
-193363477166202709579855754698038236303860605518 
-7745329477121181193431671778959776434793546416059 
-317978936198381627499721960138747249773715321749430 
-13371917486929635044235167913519683080365392118088451 
-575680764290178330526215437041635898930887321283050152 
-25358839916840826724473655892528586195590277118481897173 
-1142388979322980575915623138223698737820910701756724383514 
-52604466499455439843898271515163881322132344693181073436455 
-2474864084605971750234988059513782918960600818314946425755916 
-118906295522826208485903160736934351531363943711218404746584057 
-5831707785932669358299900697234764610405411043702137669807363198 
-291839609371451397467543546777591746678517022999838462971778096459 
-14896270019036081617260143005681174401232543425303540788638798749030 
-775228211722320426194174386029671927851300213530214099756931778771731 
-41118810037381061071637906926063256427436399981730405371391144404692952 
-2222064122569263113993246769487831631991451239669872936194276687481056613 
-122300850852991335848987978990186135291117825810940404700546850433768040394 
-6853561078028203286924632134206996274478434814283880245555505425122660485175 
-390912110874815856506957946700480082057798355739246347904245821722428033761596 
-22687407809053448046442460403068071458117846405101363696883233719049954609545097 
-1339383546003227063547660396115450021924731161475035562239986884762793531360909358 
-80410930995408745463040124605417017672877606816241720307239053034260188134465152859 
-4907892950185331806604832079282382396197811758148022699046461156692024938870567577750 
-304458873776433955653259801185188992279382302480664626221935594502763859102638608528291 
-19191245761284475017172142066439954555071976436805500167568692484573121641624921268440712 
-1228880398798541843687780783102656819792352666135360255491367230561238831214504778435229813 
-79917575608928152275113410636179548854683406913365726218665806370623121083813516600333207034 
-5277141596268270913140541892872295306835081748815581761148812102667714552066735394064280136135 
-353736242761679673109172593975900581329921148838455737175299090393090122653953368886776295303916 
-24065133292605300272401412057238106515126748085401490254884560990870769396304956147341298292792217 
-1661235605015082139557277685356917703058091587038526470566807932173301928797625492528802176298416478 
-116336894875369297323558658012112974112549910503537837300783650380743964238787692240491129014887170539 
-8263396428130721822899042291799065081993688748535165156609331118832755648564723989645255565540416687430 
-595207865453395032428522916902684019412724149974287898441736726791940181328424814765690249668489827561651 
-43467445969678377225036992341998519500713540215807762155086082294987496301212601979984017354385333631247032 
-3217834283506342588626731721623420805977679013202150457710168687567924525071028585299491922201427132556090373 
-241428310491835757080884022166931545087634077024840798585508142491857785702329954886678754260187174558854141354 
-18355264839774155861434340919862072416012397117554483066820339118432983041167554175751503947032964122186134706135 
-1413858779495520329395502607045491217106432453812825856017007098813485602532902371695200426668162723681428562846236 
-110319234349852674920796946111393186127388344949361258872058263803833734992635717478355780099512377928305154429802537 
-8718164141590982760565305720818079213969059170755294113778192411617798839707090914361122715326797278578294310365389838 
-697682767774807482598253705284548129896332568906355481558905712907879774107117701460771517099687650851934142071261114619 
-56530442047915630089379475422926425783171930176103337535825977780586099891286906748113609315015692588595246551367280007030 
-4636947010320487706807451950860759008953972409324431899536540032589836940009172956280702218877562995205859643945520343914051 
-384984092621119879157132701149409961820350189426933984170708148928984131937193994086324781064199089400079149435367115381086312 
