x,y,m,f1
-1017,-2.064260701070317748207216126451034876452724933505814437701829068527149921e-445,18,1017.9990196040811774287383967117624109829681536546353453719099076649335276
-1016.875,-2.339401075249716104009181698839573297961441689889888369811895123915893331e-445,18,1017.8740194839189716615780497192123826163889892191974814328758206320457992
-1016.75,-2.651214292156901109818512845051163006049309298810550311839508398072444522e-445,18,1017.7490193637273068145324277070424348734283612456391829660907453030664772
-1016.625,-3.0045883980014080335145298711805803127907900705008784059098244778509372682e-445,18,1017.6240192435061720529082679003420089408938889762391237586375598781974981
-1016.5,-3.4050629571224840699599790996359327128389372217380695744543041316380713275e-445,18,1017.4990191232555565366984769775250438739584420706098754426399255957680078
-1016.375,-3.8589158916630288002667164436518767693273726350925536906703713952083596696e-445,18,1017.3740190029754494205788729756589970271613235233908144150822616162897446
-1016.25,-4.3732618959594434962180392724002866662682785174489019961120064505860694537e-445,18,1017.2490188826658398539049247983091159607964677990188396726257491955538066
-1016.125,-4.9561639684237481866443889390644748146408719275512643179416311484986680099e-445,18,1017.1240187623267169807084893238394673304739276564121757172298842005293393
-1016,-5.6167598093288774836965514428079056248712916216794024119292854468300480553e-445,18,1016.9990186419580699396945461121102080859560336750781787280489121176151316
-1015.875,-6.3654050659513969394757966458182592789503793669614006128162701979927538372e-445,18,1016.8740185215598878642379297075085618929979439365536970687188719075507863
-1015.75,-7.2138356706312779065018083060786189658358847117043186030827441803266885972e-445,18,1016.7490184011321598823800595362489390461267040453511838309265345760665286
-1015.625,-8.1753518166160604635692042028432485324479802312695332988278705104664348358e-445,18,1016.6240182806748751168256673958756112583325611360808425243505654823508144
-1015.5,-9.265026455758798395325255697482636604858131010335140880385727930171024918e-445,18,1016.4990181601880226849395225348993235927765707707279911989774276069277633
-1015.375,-1.0499941586553097767212395515274403059397809443162105044692233122043012469e-444,18,1016.3740180396715916987431543204971944390912479122883037771357934839235509
-1015.25,-1.1899456036640573920079665400313799258336442176352979844480006288304514952e-444,18,1016.2490179191255712649115724922032208299141764063380618425099482682187444
-1015.125,-1.348550893764563605535321414405835470669079312171602419541577750860420271e-444,18,1016.1240177985499504847699849995146705391924227889084206417901641635087266
-1015,-1.5282963649719434382886044230767491195758759216341307355022521746948621969e-444,18,1015.9990176779447184542905134213376042997688947087055792863190858587486922
-1014.875,-1.7319997527280470108386292950823307162223861238009391274025336136110187706e-444,18,1015.8740175573098642640889059651927311210473090233567252009650146010936307
-1014.75,-1.9628543636064304011939802827265879991283821547630696390596511094305863267e-444,18,1015.7490174366453769994212480441007570753633237053334036120378720315624971
-1014.625,-2.224479134600450122080470034775882157896370290115123206728869629749685922e-444,18,1015.6240173159512457401806704290643430512950363560529230352961171834400053
-1014.5,-2.5209753647428483571914958283368899885632060646473629739016159377508341441e-444,18,1015.4990171952274595608940549750617398407521114272034223772724287386347212
-1014.375,-2.8569910084034104864412113445647192264498667985633801055491469939900725536e-444,18,1015.3740170744740075307187379184651195315111694849701522013428765482452348
-1014.25,-3.2377935381512829352955669184119673386466681213301123729759438937775660621e-444,18,1015.249016953690878713439210743794570515133901041999203718356466316146135
-1014.125,-3.6693525194086276943947327911835813435648981218667459150081002876409243195e-444,18,1015.1240168328780621674638186177166694891280398197515208457942323101843758
-1014,-4.1584331913684398034433691648252186662893464323158125254918232498571887337e-444,18,1014.9990167120355469458214563881944876290004646189895224251215828552422345
-1013.875,-4.7127025211882501302753734149006518770932126618810510900406932620750781904e-444,18,1014.8740165911633220961582621466938296277131421735271981177847719776690015
-1013.75,-5.3408493940078819469718465488622972995361710844736998575056647316950493245e-444,18,1014.749016470261376660734308351348443544189444858546492224356257549495419
-1013.625,-6.0527208229387517446005170929602473250673197405611956891763215406506524454e-444,18,1014.6240163493296996764202905089848763661298632738321274633445874444447763
-1013.5,-6.8594763143083034053430145724253554961177399503698077345005467050955512935e-444,18,1014.4990162283682801746942134139055848726777822331477532097910178268948221
-1013.375,-7.773762808052975379682228193233796286560896911801983288978317917190853589e-444,18,1014.374016107377107181638074941326843776619503035776603494313289073198325
-1013.25,-8.8099129356983097649336740296310577604165939071992026474963109529301821691e-444,18,1014.2490159863561697179345473933659232309959787096245176092656142241734439
-1013.125,-9.9841697039018027007818625518037989976585028250730872217185446338844173086e-444,18,1014.1240158653054567988636563954699355984308803848290192535417683923734955
-1013,-1.1314941125793212256866759456405358078216270347623140970309005084122874327e-443,18,1013.999015744224957434299457341176676900320919204526871639709265921045159
-1012.875,-1.2823088791822422550719483900936975356215347112819212668666033399776533809e-443,18,1013.8740156231146606287067093830957115844662796341456471785854583752362343
-1012.75,-1.4532254903876351244061323751108706180906564782341662841141901903210272017e-443,18,1013.7490155019745553811375469679958701709142247914451900437846340339035451
-1012.625,-1.6469232899394497908954999000868875077332269113304749687201670939190138502e-443,18,1013.6240153808046306852281489138832479539162326104190437013037789900535901
-1012.5,-1.8664387475550009114067760343816643405129462389965076211973896885959049139e-443,18,1013.4990152596048755291954050269517092501233997670824321183979955084015112
-1012.375,-2.1152130597981940647852981731600624463102433092013364627709001854610526628e-443,18,1013.3740151383752788958335802562858156866274555346104662803076451416151787
-1012.25,-2.3971460956204931656542779544566655165334052524622413295902368651515288835e-443,18,1013.2490150171158297625109763841940087143528623334981810591111372461469124
-1012.125,-2.71665753224431356937479734262766068505710988374000765488234449839630865e-443,18,1013.1240148958265171011665912500477859097725952856060775918739443819311695
-1012,-3.0787561397828192712234008164312003591416039792808546295847921800735190889e-443,18,1012.9990147745073298783067755055005176881058848164113393039773969791691223
-1011.875,-3.4891183007336766692221378169591687571799386837538828479615229745359010262e-443,18,1012.8740146531582570550018868989574557912062074858444392344014583306835262
-1011.75,-3.954176995254750197325155119687940810300519518150540581445725502122963223e-443,18,1012.7490145317792875868829420871663873304039862250134244054337536472878498
-1011.625,-4.4812226471965183276099580033241150137978777860512630918527111684025168231e-443,18,1012.6240144103704104241382659717962882557688040078039088580218522148638936
-1011.5,-5.0785174118011446529314764377260338566885305437947329196422137904867801271e-443,18,1012.4990142889316145115101385588692278857345574928910695746889141827092617
-1011.375,-5.7554246966964820538472928215581886654243669522023972046701272872968346072e-443,18,1012.3740141674628887882914393389086715619181072027925300502723429043060874
-1011.25,-6.5225559466181583790300156245866230629475150337020148441871843594305187981e-443,18,1012.2490140459642221883222891856652215903839555556839881644846932485058751
-1011.125,-7.3919369929279309098329740734567892768009369474520630046814146430758372042e-443,18,1012.1240139244356036399866897712787273896867442950074790872866002746793743
-1011,-8.3771965757043343376300101609605770530278240094524122403488801871277975798e-443,18,1011.9990138028770220662091604957335841848784471381596775778982607727579775
-1010.875,-9.4937799937704123453174875709136301204018566716850290569203755683095035688e-443,18,1011.874013681288466384451372928461925662412672386530703428236865370222887
-1010.75,-1.0759191231942019840739345664569954336073682360943410646165634835044736964e-442,18,1011.7490135596699255067087827599472997306252006509569792491199452072557409
-1010.625,-1.2193267361204111620324265074119678808000837565091530307003396142478737319e-442,18,1011.6240134380213883395072592611792979113245620516433341852966542856235369
-1010.5,-1.3818489513449998425188324693617647896184217224508043626485274620899792914e-442,18,1011.4990133163428437838997122488074879170919772072008383994505205832681362
-1010.375,-1.5660335305780973721144143538214473064189286097562862203778245488087379895e-442,18,1011.3740131946342807354627165538408756432652878354567617757840871040593997
-1010.25,-1.7747678239149365890044578529427364160478502939215023483776532459780974432e-442,18,1011.2490130728956880842931339917369971203615896754445133130925232021197772
-1010.125,-2.0113240332523381379881182817029033605094635520131166443539270383264722022e-442,18,1011.1240129511270547150047328317226129289692137270520808736997140757116862
-1010,-2.2794105088301253202324787517659215692723746844780555089743385041591843023e-442,18,1010.9990128293283695067248047631858471719985938704289809985879859675567891
-1009.875,-2.583229883048809667387045057812148931949383311110849086467424955682475134e-442,18,1010.8740127074996213330907793569774803257065676583412972015474296521118367
-1009.75,-2.9275449528998219698236041002155408447485807254234383919756919511312056749e-442,18,1010.7490125856407990622468360194569701481789800094727378627887399332247835
-1009.625,-3.3177533438161409617370049343981837684075402294925904059455356890470835917e-442,18,1010.6240124637518915568405134371166373090473279920287351159099903286566369
-1009.5,-3.7599721254136561150464291640731189982132838553592705204997671323683593463e-442,18,1010.4990123418328876740193165096153125141978581061551487913025536111470101
-1009.375,-4.2611337056050751037985873505273772182016043045133488006457884027859306808e-442,18,1010.3740122198837762654273207690505996311732867046895640732421334776452726
-1009.25,-4.8290945063743843895237918371226783531667674757767760371550118356930565896e-442,18,1010.2490120979045461772017742832967646719314568164397079253555785040073938
-1009.125,-5.4727581248725188131526847570423271492258134372568781946249499716664457444e-442,18,1010.1240119758951862499696970412331134566710782595950672682207058760244115
-1009,-6.2022149105751621763009096104708542025754921261600584519331850757278677274e-442,18,1009.99901185385568531884447781768557136261753446933926564229199581857484
-1008.875,-7.0289001465913411800136324706773790647905480571264415718148771193464027596e-442,18,1009.8740117317860322134224685159020267520328892133123544536328887382505419
-1008.75,-7.9657733148610386973529436643798751800027608126432670987370501241020047822e-442,18,1009.7490116096862157577795759853798454713209920840903529921754086054631956
-1008.625,-9.0275212555035267361575672128892031243771544080241533542186212677027509162e-442,18,1009.6240114875562247704678513128618072149842526023268895242470310495634533
-1008.5,-1.0230788405157006055572406901885293365872377882927503023562949321046588342e-441,18,1009.4990113653960480645120765843145555513924987587804349373142311308388444
-1008.375,-1.1594437723656582516284834939719497354025630348610634468348512165767832944e-441,18,1009.3740112432056744474063491157014920088816012857400188329042659780057728
-1008.25,-1.3139846399486452930168478859097792947776856499510763133207042461146818204e-441,18,1009.2490111209850927211106631503598808176414429212083825807128473586775599
-1008.125,-1.4891240969655283396191432836645013884875905747950474961410886038073581365e-441,18,1009.1240109987342916820474890207897646922065180998578340765239175689457727
-1008,-1.6876077107528265537367036624063721613525584853684431430021236728961624108e-441,18,1008.9990108764532601210983497726601234181510952144596593747353056155194324
-1007.875,-1.9125470032391603032559184057443122044213706886860976548705329991857377589e-441,18,1008.8740107541419868236003952488355359718335438353148247000127835545210999
-1007.75,-2.1674682288102683068452423179177994881442355793184590278661972325971911589e-441,18,1008.7490106318004605693429736312244334507461506924674279068905366958157478
-1007.625,-2.4563676537532584812164043346554339222384627837155980687119869381719790084e-441,18,1008.6240105094286701325642004382478542212184870802389756169698409285887653
-1007.5,-2.7837742038735748021844871563242470472892197733497660177740760043818970724e-441,18,1008.4990103870266042819475249757254343969010454956841521548426854880851697
-1007.375,-3.1548204623862690609019725050841976096895948437757505065849739565278528887e-441,18,1008.3740102645942517806182942389731860426242601887068292769107410301980666
-1007.25,-3.5753231310873473328314319298733895890032206774173589088773668823764390629e-441,18,1008.2490101421316013861403142639054323508849108070500550748527563483921833
-1007.125,-4.0518742161633611921968548745806350024870908965234896021293069178922021758e-441,18,1008.1240100196386418505124089249310834593519408397336391454047739945848927
-1007,-4.5919443681237091037052580622309145629282048341834045445977959561643339428e-441,18,1007.9990098971153619201649761774322485643974718556393078186175093392704945
-1006.875,-5.2039999958759699704660474812971121895589983740164290379238413307841596476e-441,18,1007.8740097745617503359565417426109895347327316623339370928141312087179217
-1006.75,-5.897635990896983253293919842448039001942060459815484575006924049467591948e-441,18,1007.7490096519777958331703102324878283377451067534909403726961236037327306
-1006.625,-6.6837261421664280344487606142711394386015259523057255276189780236999075551e-441,18,1007.6240095293634871415107137128334252560698341708531484256257101367371793
-1006.5,-7.574593599861648999161877029143260629512766215245067152763872697458150621e-441,18,1007.4990094067188129850999577018126470902621065907191618070930032730568777
-1006.375,-8.5842040601100861713646840407729830593585637461797709781107127861290266498e-441,18,1007.3740092840437620824745646021180443121325963633327324660887047139227624
-1006.25,-9.7283846992860437322812997465370349132202388884280537075088690715958567524e-441,18,1007.2490091613383231465819145643675534493375004631820085306560180879603134
-1006.125,-1.1025072290005580456887067951201927921842753629707457056954073980488707528e-440,18,1007.1240090386024848847767837795390358421349255582492461949072473047460414
-1006,-1.249459438844519963613760898545514118708347534339904636416285479438790748e-440,18,1006.9990089158362359988178801982120563147903868716298184901467567695152261
-1005.875,-1.4159988001058425112167796926570499878339515085396034258430544040851791319e-440,18,1006.8740087930395651848643766743850952438888557139155074217348550801891318
-1005.75,-1.6047360726316852168435618204159350800261515843910671319578308095120527785e-440,18,1006.7490086702124611334724415316341749807384751965164961090926163942858676
-1005.625,-1.8186300032969766499046362178996418745264407775266380297660309663126946552e-440,18,1006.6240085473549125295917665493766665920769293685375546547517839096649213
-1005.5,-2.0610337090937567050672456862081184012524345979969381773095970056581215958e-440,18,1006.4990084244669080525620923670018254193564903271867709111922204594604888
-1005.375,-2.3357472426159016111351416348494594489991406566675668792336982842883329811e-440,18,1006.374008301548436376109731303627384018924801812420730413023635781123112
-1005.25,-2.6470771639907607548269624921749716707955841079812018057415616064344273704e-440,18,1006.2490081785994861683440875912393086303681298870320052263282204945832073
-1005.125,-2.9999040531471931012997908892231808731637576917611251867178137067231083828e-440,18,1006.1240080556200460917541750189696004250705811818373272350853159279849505
-1005,-3.3997590207877851283575154509106005764428707602404791615001588025105566877e-440,18,1005.9990079326101048032051319862647954085909264657284467665910449070877871
-1004.875,-3.8529104175030788143595594587816833256808545193122869861090966703462651452e-440,18,1005.8740078095696509539347339626955869856882453150561720123076348713605465
-1004.75,-4.3664621003389599460806814327155474398560818243933675171555958753025028471e-440,18,1005.7490076864986731895499033521557628426544972120086811788951689164557759
-1004.625,-4.9484647973112516979382378223444251045740426322956575102469509802800736706e-440,18,1005.624007563397160150023216759196412954947987519714843970021273493834553
-1004.5,-5.6080423156943899964353284560867473066807758365519731332941467259259046718e-440,18,1005.4990074402651004696894096552391281858739804351733599850189307679797903
-1004.375,-6.3555345726127835365462644428800507016304792683880110425849385057548921524e-440,18,1005.3740073171024827772418784424096691011306408556204934252785009274781261
-1004.25,-7.2026596901820974708236860261642231571029291179621911074885683798674395008e-440,18,1005.2490071939092956957291799127313422813290611421336731027767430464620537
-1004.125,-8.1626976963175072340569484824531945182069556423254847667719253525805318064e-440,18,1005.1240070706855278425515281004150765670001111484698240982316819922081132
-1004,-9.2506987110322678665056560364504542159596297243400166903862934727978355061e-440,18,1004.9990069474311678294572885249809443150087645084775503125747937799059253
-1003.875,-1.0483718881902564501975318266295862000580009716102174076295159701254864901e-439,18,1004.8740068241462042625394698229436228785946784125831776483807449487970896
-1003.75,-1.1881087767391132575465730332739669674683959140454927713807047878185203911e-439,18,1004.7490067008306257422322127657920391423281624616608841940558244768112782
-1003.625,-1.3464711359722231001891768953096464416157542616531002823892533971549042196e-439,18,1004.6240065774844208633072766619911850449910299744034209563089631239571736
-1003.5,-1.5259415497712886402489314938603007272835047120793094489838911407051753433e-439,18,1004.4990064541075782148705231407318346046356821041156893885521942331148833
-1003.375,-1.7293335053148730171729879583655152310122017351546900340727471602585378326e-439,18,1004.3740063307000863803583973151516330177123591492069611208328873377289295
-1003.25,-1.9598354991873523064458091778658139731636791134620776567428560135249004251e-439,18,1004.2490062072619339375344063227487659350487541012717557091593379871146105
-1003.125,-2.2210610223988989256837919492458825613985491735570793881724193417182937704e-439,18,1004.1240060837931094584855952407071520184787856957356318987540356833728996
-1003,-2.5171052079184688957057086172892169294979766289005488880526523957898875275e-439,18,1003.9990059602936015096190203738498343499046459013396243040878563117573192
-1002.875,-2.8526090287684473229342967917785717085118771205597460469655248626152423227e-439,18,1003.8740058367633986516582199129349761963903463542205127706852020525801082
-1002.75,-3.2328320530980518256738507948013942176403270277408127141822377654800830184e-439,18,1003.7490057132024894396396819610065940273736623075914260487256537201470233
-1002.625,-3.6637348967984456627410068559318595872572395900113898515195298721643295318e-439,18,1003.6240055896108624229093099255098855300900735562291387292363249464930106
-1002.5,-4.1520726662487541786461062686521726286255045795830968790968132584095340456e-439,18,1003.4990054659885061451188852738787326736661751325679892814726438326493982
-1002.375,-4.7055008560721016175318055589250770089170807728244347148226773773305420746e-439,18,1003.3740053423354091442225276503006796278958988431089142357886739580270008
-1002.25,-5.3326953620353534088754998956258795036364480064370497518172849664006080065e-439,18,1003.2490052186515599524731523513624025462912428123125545349312821325845765
-1002.125,-6.0434884905064387495496266985369769481322809973315644963402290486663776125e-439,18,1003.1240050949369470964189251582764028714262069641054672342531586585081852
-1002,-6.8490230966579174645533215478857889659958154565255942656767065062737923791e-439,18,1002.9990049711915590968997145233873679106900921101955011268755943774314859
-1001.875,-7.7619272678062050816787423690389726850423422238817220676590581787934661141e-439,18,1002.8740048474153844690435411086543519591517043323154602529380807374865482
-1001.75,-8.7965122903579574089852047666886057866475720867475402285495359398224386513e-439,18,1002.7490047236084117222630246738026382101224244431814223555255462843439605
-1001.625,-9.968997003847779127379914016522916436286238002463558481370895009499551228e-439,18,1002.6240045997706293602518283118368460900023022838848413250941030538405045
-1001.5,-1.1297762059216916903769922777500580727807821121514125316393876894981526286e-438,18,1002.499004475902025880981100029604550478903696739763117489521446963571568
-1001.375,-1.2803638067285909077684407827882348724082263822991883712982568596684148338e-438,18,1002.3740043520025897766959116710973785291715088646778419806609668018846353
-1001.25,-1.4510232154664664429440051795206343570084596029811538392832666898621548985e-438,18,1002.249004228072309533911695181174246467053370048153325757624987060651997
-1001.125,-1.6444298046450111535701177240754424138184795566020156104694178734055597737e-438,18,1002.1240041041111736334106762073890928552084842692822723126800789240983068
-1001,-1.8636155477423556653087684404109600916144972206293652626651378488761752809e-438,18,1001.9990039801191705502383050376031563022670230028978962691539156859004713
-1000.875,-2.1120165506774527334215133945643463377234850658291589189286530072052106178e-438,18,1001.8740038560962887536996848710595345270454718764550700858698492550648272
-1000.75,-2.3935269187768334301782591856103722068985567170537606000512739767564473306e-438,18,1001.7490037320425167073559974205954480160651604940330912510518510142776838
-1000.625,-2.7125598036979941047858163581560129770176813401591487717404477842357834308e-438,18,1001.6240036079578428690209258436653152504849873068160242064486940310771503
-1000.5,-3.0741165873307374229176448134450487923801699569718630266838317569192262986e-438,18,1001.4990034838422556907570749998454276192142753646790541102408873775185316
-1000.375,-3.4838652872599619138109879851760852867229915970749402579002383247005563178e-438,18,1001.3740033596957436188723890324886906755825299563265636954260983715418022
-1000.25,-3.9482294129384532594200321287570884767202915766390148965795883893664948076e-438,18,1001.2490032355182950939165662721955743322699490186097239087051939101645023
-1000.125,-4.4744886655525113249759083046192232972063632612252081018666802316618071272e-438,18,1001.1240031113098985506774714597650879200017543786420850867219215226445595
-1000,-5.0708930602351665499272009996859251446672285374921693355685958895416470774e-438,18,1000.999002987070542418177545286287266756532211479474327665525237040426852
-999.875,-5.7467922597020623422691932149415731611705317030959388651512085462126361807e-438,18,1000.874002862800215119670211248036324980437578158140186788703981002116219
-999.75,-6.5127821468525507702649249972428897912381667394618347781711567887580210591e-438,18,1000.7490027384989050726362798138212948959436993897457221043496946340905233
-999.625,-7.3808709341316054043092811567955437575224710469232899035557515994858491375e-438,18,1000.6240026141666006887803499024486359471716072739216023004720693021356585
-999.5,-8.3646674137235374475436335151878922691814435395624193737844902421966292862e-438,18,1000.4990024898032903740272076679489566895268823215609763544160166301945252
-999.375,-9.4795942997476700329562346773956344856369076986376267274552056367645503414e-438,18,1000.3740023654089625285182225902176507492147908159572001088661319614849152
-999.25,-1.0743130006990534906906681236474410760763741547233691945516662298422859119e-437,18,1000.2490022409836055466077408687169027557579535967534768382600214581343242
-999.125,-1.2175082656505558955487143239104737388750387381577640913541263027575480699e-437,18,1000.1240021165272078168594761168841725936466496614644619362932296396004996
-999,-1.3797900603628333855978362882725203023312463567683119065717530519331607503e-437,18,999.99900199203975772204289735488991604457943807374721330025618722252617915
-998.875,-1.5637024356513677058226816306337727111993813988415474073823544239240763964e-437,18,999.87400186752124363912961429838494697786471060891422229679487018040671438
-998.75,-1.772128540217576681244803615639443518959834288268247507371617428465538001e-437,18,999.74900174297165393928975994087549069015866762683459758884666462092053713
-998.625,-2.0083358192377059038861868804807979577229113183022710628829077567527260482e-437,18,999.62400161839097698788837042736161979351412182326189696884803586221842941
-998.5,-2.2760272375093753798035691784070238309150371945345471860888322576952942192e-437,18,999.49900149377920114448176221687240319940503169499969365194487699140508888
-998.375,-2.579399330175018090230604814900238477368951046502379845123693253072714442e-437,18,999.37400136913631476281390653152873524266676684063843978423345534680204609
-998.25,-2.9232079910767966368127936731009803364650026503360633409283796309919589397e-437,18,999.24900124446230619081280108976244582984028704744715293393699968074312841
