x,y,m,f1
-864.625,-3.6375114740342056479712483357138969039402233935566539449155439149910408554e-379,19,865.623847422214025313394344647277827953811419384906676234087802910981536
-864.5,-4.1224357989865647583132273526486200958977363727431569286120356581486327161e-379,19,865.49884725613477522495221109792828054874209007608492558325821052060918794
-864.375,-4.6720065057011583253230527104712689644705057885298510247407741112451559416e-379,19,865.37384709000765602376905744996039039979517890038232216686391184435862941
-864.25,-5.2948417656643631650120898817475409058286332429383979674207813396308550589e-379,19,865.24884692383264701074209047220049814559095019671802676796841493931062246
-864.125,-6.0007086621849711005755011835367251168357820431905425891427367811521593177e-379,19,865.12384675760972747483272367347750846089364655194192632956787840257033466
-864,-6.800676355178891149847797073713080071360589407851079293056657758766623862e-379,19,864.99884659133887669305797279629035542062490412111478265176066625753766236
-863.875,-7.7072896648289371908701091692794068316964829777054099826462451049086025935e-379,19,864.87384642502007393048184386578284182365664220213887550861737070352765752
-863.75,-8.7347657962277681839769650708115563826578596453698993601379961334307252964e-379,19,864.74884625865329844020671378650998221153124951393838907526732967709433036
-863.625,-9.8992172900058721925671945860492792568569230065851181540817408351150843117e-379,19,864.62384609223852946336470347947130633154061719793687696062995269592081831
-863.5,-1.1218904695219039011716292258000950170768163516220633487755921209565369703e-378,19,864.49884592577574622910904355187789554691917618929308850969630069555752633
-863.375,-1.2714522926870607983804248684581604393480954382107764522427732149325261027e-378,19,864.37384575926492795460543249211122917302140824505826674098991150713857956
-863.25,-1.4409525798682283742652806421207115893946062671776851791347799177881721562e-378,19,864.2488455927060538450233873823232109009873471490422931286940688655818485
-863.125,-1.6330493820387302754629037536877377422115708057240285100447518143338521388e-378,19,864.12384542609910309352758712111802734325056396414968778611403147173223107
-863,-1.8507551027289377878865336135873462587253335224825197141666130838342455842e-378,19,863.99884525944405488126920814874776128198635039173870316373376393084893078
-862.875,-2.0974837378749893545402704642076988272477092799723979713388644886349351468e-378,19,863.87384509274088837737725266724494140588166339722966565375804543982028753
-862.75,-2.3771044133692447079298909154845480774605940864327554147148701456092602158e-378,19,863.74884492598958273894986934790645816605528677477867993733043195101559475
-862.625,-2.6940020598813735614684043584697365321514754451396566073341512300596828615e-378,19,863.62384475919011711104566651853451185216299917639250683243933534481196865
-862.5,-3.0531461764450509878475855791480648304051732643352800921270071156200836777e-378,19,863.49884459234247062667501782283148406825864957699106818603817656512553119
-862.375,-3.4601687611526103119455634282209131511306684878342964626228442666746715152e-378,19,863.37384442544662240679136034433683745839215959362674584857415027020505792
-862.25,-3.9214526310579109019651822044826824322136997027901171400978031473341724362e-378,19,863.24884425850255156028248518728535077772767482174477735126102822631401065
-862.125,-4.4442315163105257636723399632214298453866317350104481869918849364334217123e-378,19,863.12384409151023718396182050675718720965125423479177050235775303169507717
-862,-5.0367034981871011307240201263966077702005052121422304705839278343613812597e-378,19,862.99884392446965836255970698048147317637325466757945929727986049681296227
-861.875,-5.7081595699439589202771329030535245375394560223131323647663181659232804147e-378,19,862.87384375738079416871466571464623276335528501408440084598458984774222906
-861.75,-6.4691293365702960943439052458025867417852655331801095794622751392553894022e-378,19,862.74884359024362366296465857605867925991828655274449688679899844029427844
-861.625,-7.3315461382927595414583296121532488967689947583193733697111931584160094611e-378,19,862.62384342305812589373834094299101019300357660432682827195352047342920627
-861.5,-8.3089341872846247841311101727303734943075671684905005406341312311559885755e-378,19,862.49884325582427989734630686703798558162278189347786325805546794071495004
-861.375,-9.4166206522430704749189379436294733235570256123737404161516692810937596321e-378,19,862.37384308854206469797232663830369094937922355558646165283394799451182829
-861.25,-1.0671976016729722474188920390452606727504141808894144287248797747073940572e-377,19,862.24884292121145930766457674622599688487971845509410176787153061822887623
-861.125,-1.2094686480558057740449388437340393768124043370371546181697848123219093247e-377,19,862.12384275383244272632686222833832561816258879498061496615742463152092379
-861,-1.3707062676009652865153873196587044379064058141862772090768605069959030248e-377,19,861.99884258640499394170983139925942216869897190052183388255048643486688263
-860.875,-1.5534389540149847303263203377923596282721725962371363746112235501059553105e-377,19,861.87384241892909192940218295219290310030768691303651523201711268607695124
-860.75,-1.7605322829922927225231080142563264960856054973491264289211576683937443923e-377,19,861.74884225140471565282186542520941977365963535576469027285325959507977493
-860.625,-1.9952338498158783639982215910944868531758845246404649756742188784881624999e-377,19,861.62384208383184406320726902457532520110993024303707532942729460312552716
-860.5,-2.2612241977587845188906433744024377822392650402464492078428153684111744154e-377,19,861.4988419162104560996084097973827741645318109204080280723006103654801557
-860.375,-2.5626745359438830182557800679166093427521728148042011118595667748800711088e-377,19,861.37384174854053068887810614572721513775621413285891189738040560453533519
-860.25,-2.9043121517917480308457818570593273414810079794114192682695850506111351895e-377,19,861.24884158082204674566314767466924974423805392325017559587449850927966794
-860.125,-3.2914945438531029270807758223878927304115789834727711579112942486332897092e-377,19,861.12384141305498317239545636620884096074129715285843578015938581365032649
-860,-3.7302934375755792723576510617144345833457441721872783176248959669624608418e-377,19,860.99884124523931885928324007149084503219930946620777657118225779250201111
-859.875,-4.227590001538973566935586165055051005707929662540858216868243806882179205e-377,19,860.87384107737503268430213831345182407447716170956674073182770529366326616
-859.75,-4.7911827573393016725039384665946655060876204292486161123744691374116828115e-377,19,860.74884090946210351318636039210906659352402703686460401459906303752979145
-859.625,-5.4299098753642357578754658268900809662768899520488855811931575894970817665e-377,19,860.62384074150051019941981578468370162431473955904320098113895659653332888
-859.5,-6.1537877743026835274391132906931577583384881007313023125769261487374191043e-377,19,860.49884057349023158422723683274073887397113208105293775168846937461431641
-859.375,-6.9741681979072256392117402940117736745179070917072926025552074217120146526e-377,19,860.37384040543124649656529370851980212342981193852367810122260463324323495
-859.25,-7.903916232289409425045544415048375825802290763932619449956558150562275709e-377,19,860.24884023732353375311370165262124618386019460212994920098197937897238073
-859.125,-8.9576120554185823917576555408587561916417574009436077254926890634391125391e-377,19,860.12384006916707215826632047520325890058420722512852334319801104160476459
-859,-1.0151779582664908101959281984992415323898213989483718847543595122124388313e-376,19,859.99883990096184050412224631283644903132905205703492577079235184786808151
-858.875,-1.1505145594012865462608113019757339558927382019112930314260945385312506866e-376,19,859.8738397327078175704768956331533082800513291286115758128164021418349566
-858.75,-1.303893340658739891819550923984104297539937106322440114732607521103576958e-376,19,859.74883956440498212481308147942081132507175072214853513829243410132587105
-858.625,-1.4777195697877283793431036614497028483040997836638482207520576109038914981e-376,19,859.62383939605331292229208194715528132359422636659390753952327139709804967
-858.5,-1.6747191699004892994318348772003816382841884672745631989138269460016790145e-376,19,859.49883922765278870574470088488950008656329563879919089611520866515026155
-858.375,-1.897981467320669773699899327903449403841809200248331326450075161617725065e-376,19,859.37383905920338820566232081119288188092417783911548785843073585073156098
-858.25,-2.1510076383266403041435620563803464748959504276974719776278154992260870642e-376,19,859.24883889070509014018794804003635761334688723073853482004529842047813779
-858.125,-2.4377656145349226603558164073380134742842513848201240940993091137500170191e-376,19,859.12383872215787321510725000658443196298903007559724706888449206061068843
-858,-2.7627523079536753286576354467707633336137056227436809432150356668183481234e-376,19,858.99883855356171612383958478548767984350241250078214288624975607467613675
-857.875,-3.1310641315240761953097717436744288832672308452557105086472133906107991653e-376,19,858.87383838491659754742902279373974036881001252893956062104492899879409433
-857.75,-3.5484769210582694002414367242356828239037555423301018636616500965210872269e-376,19,858.74883821622249615453536067015364625573793211504406218557780857759556854
-857.625,-4.021536511916412432747413665788832326955751230889752372273834884786881429e-376,19,858.62383804747939060142512732350309430189948440733535065766749302654482916
-857.5,-4.5576613908543595420557186255941134488677552148555631786361018193868095197e-376,19,858.49883787868725953196258214136501821178548967725085971685705697630367072
-857.375,-5.1652590328379742078210092927684320944262157317825508470355712078696951464e-376,19,858.37383770984608157760070535169056859027806704675829142325661002267466667
-857.25,-5.8538577472296321143392759327081890617162923687030168439371247405421624793e-376,19,858.24883754095583535737218052912233636320860070512895231535826263562927963
-857.125,-6.6342561009727127561789434421215540358268160266106686446832694772809167859e-376,19,858.12383737201649947788036923806637520152992810000507742400829986334059862
-857,-7.5186922620450187379872815980105810786648363444695419337592929698087735451e-376,19,857.99883720302805253329027780451828570154581089879917822568178227869647521
-856.875,-8.5210359188448396618195852417455727254233285277326677388387217094475656632e-376,19,857.87383703399047310531951620863331909078689349722911901182415667355729985
-856.75,-9.6570057852128117412140647448785466204854997473118418088360927152346904477e-376,19,857.74883686490373976322924909002114106986288434451755392371757946622415124
-856.625,-1.0944416102030949379240148079277721234091845108190915052234691744634652818e-375,19,857.62383669576783106381513885773656704724858862921818226649717462662712151
-856.5,-1.2403456001069560687546392638411918344638817771644186730262630910698215828e-375,19,857.49883652658272555139828089692823845874132426594916949380193753164495078
-856.375,-1.4057006112104388752725731651603938930277801655210398676495551634855059748e-375,19,857.37383635734840175781613086409785606849543560183461127107137225483363177
-856.25,-1.593099737838212517098664966917450863213139252888827389909191114888125248e-375,19,857.24883618806483820241342406291322010630392185883139669582073812382471463
-856.125,-1.8054817707431743015799854233491485080089299533361275992732295089181589921e-375,19,857.12383601873201339203308689250894878833698351981353711397208767598653804
-856,-2.0461772834382294014072681582048413993357933079700931390809730977951422041e-375,19,856.99883584934990582100714036019935617801339583513644655835489181028705483
-855.875,-2.3189608625119179533742301919971968231954497325664128119433706300020751659e-375,19,856.87383567991849397114759565051856745219530343708930093490273116000916807
-855.75,-2.62811030101230681098037458826610718219064813780965890550792966881212214e-375,19,856.7488355104377563117373417424935344275539257288616980345862009934725095
-855.625,-2.9784736831798672873334682627953757232705005946999067960150008390273003102e-375,19,856.6238353409076712995210250670461866548177242368086778682350766505442879
-855.5,-3.3755454125639009746036089745465042730732791911168411104637234801692037752e-375,19,856.49883517132821737869592119641151348672203829302946078970333302771001369
-855.375,-3.8255523758091983930033736745315231396451787008357124338361120314927989391e-375,19,856.37383500169937298090279855744892025083749469758754240700336402935201974
-855.25,-4.3355515933494968571255562494727420072176504338252192600614746282122523063e-375,19,856.24883483202111652521677416071473699304226318005929860145782494783308162
-855.125,-4.9135408883846464915458921181629800460659278450877262522112557724923139234e-375,19,856.12383466229342641813816133715428118317020726425856437808701817487734715
-855,-5.5685843096742151638210800794220841591274964200617144396451945112022289329e-375,19,855.99883449251628105358330947426238627323398571586458567933643529155511825
-854.875,-6.3109542750532021433642183483983383369538959713577834371933776611763837441e-375,19,855.87383432268965881287543574355180605248103016509698585057352484986244444
-854.75,-7.1522926647940533855680543379032509662945990443971678796138021818239298847e-375,19,855.74883415281353806473544881115939033425386697614054380676520744831646597
-854.625,-8.1057933911154773953353795191374687554297030093856859999442002665563769001e-375,19,855.62383398288789716527276452341040061902819262097715125756838723294730753
-854.5,-9.1864093069330698665619554350397774728888002112592528955747577016586474903e-375,19,855.49883381291271445797611355915179498789704688215456815068368751934043469
-854.375,-1.0411086698641195965615577684299816395427787283722432563408322257375876992e-374,19,855.37383364288796827370434104065575957293276989679888620794172263526805752
-854.25,-1.1799031040295817841889124377850485865100034169680760463884569595528269633e-374,19,855.24883347281363693067719809488519950703635660188230725146960036855365813
-854.125,-1.3372008176817869685966341102328824462223601199754747813610694761928355045e-374,19,855.12383330268969873446612535690332525779323012319453749327443862976587773
-854,-1.5154685659444650552980067972610573839109816649451268001292862309776112656e-374,19,854.99883313251613197798502840719988067918290271794838873126732421451447394
-853.875,-1.7175019586335773546900455534484395307017031625077992320788477008980489153e-374,19,854.87383296229291494148104513469695695339565040180885393386917757392638796
-853.75,-1.9464693014865341444891961247705836556025964619256299522005106377924430248e-374,19,854.74883279202002589252530501718772182412092799680897214771382621876810216
-853.625,-2.2059612820894553509613193912493439075867122502265320162617407355773588305e-374,19,854.62383262169744308600368031095176612408903736912717314214173166943776187
-853.5,-2.5000472796902211449393756317274208007968333960638169599536419387428300215e-374,19,854.49883245132514476410752914128112955493923348731352219759505706063182784
-853.375,-2.8333391819628800779078021950686012404833216288746627775542362376535745704e-374,19,854.37383228090310915632443048564141496819411733641597619547901422189372922
-853.25,-3.2110637095153508260005249585465341190655072440412856383093107967583176971e-374,19,854.2488321104313144794289110411827350037522828510351841269715200997060981
-853.125,-3.6391443823535018207613199222556436418540246613525825669211789023183391227e-374,19,854.12383193990973893747316396830555684834952058041433279011814782806383594
-853,-4.1242944137229857455727004615698303911567019714918699801508955203484726095e-374,19,853.99883176933836072177775950197682006233444794775286695337606778645662764
-852.875,-4.6741219881169538501567195334038458695949783811349849933343144685478702204e-374,19,853.87383159871715801092234742248199887027844722481379257237770076041651228
-852.75,-5.2972495744504232120966042265447568521962298817702176744466760160795340893e-374,19,853.74883142804610897073635137728906400078360631520995673845057886877715362
-852.625,-6.0034491455063433987560481318308213322116262534142555770813394279552781071e-374,19,853.62383125732519175428965504569057007472742648131097117281638374768154747
-852.5,-6.8037954242060770304401715519783887750960068309270005056047381074359556689e-374,19,853.49883108655438450188328013788035266042087892838486285902597715095329225
-852.375,-7.7108395599600181551405615156801665779856132866481212590145014760723121094e-374,19,853.3738309157336653410400562201115644200584411155920215139389892113383526
-852.25,-8.7388059587458960090532138479505337910602433260717452231049656372758409643e-374,19,853.24883074486301238649528235757301224567644236977293306492109149999347377
-852.125,-9.9038153536674768617960791928028638710021605617008583463796568094119285159e-374,19,853.12383057394240374018738056661097690585069880077555702259231487640540862
-852,-1.1224137614259262065839195497368677570164372971160646009616236924040413609e-373,19,852.99883040297181749124854106791390347776715217583627578160511190137997386
-851.875,-1.2720478259176918925385609777269378034746124496048453309109001077924872125e-373,19,852.87383023195123171599535933226754470427095643777033564010523737562896288
-851.75,-1.4416303165462467106991604761161384912115504947515312484379835808642711173e-373,19,852.7488300608806244779194649104783203731908136520300062558891063749315357
-851.625,-1.6338206566586633839808085857529029525749989990961817547364010639442955014e-373,19,852.62382988975997382767814203905282384776665447590242814253828292872251956
-851.5,-1.8516328110342297198070091599964793049700956590842597345558550396571917361e-373,19,852.49882971858925780308494201321156196346991108148146971625854837155117218
-851.375,-2.0984825517038945865498217052619694909095247158805722624968051857277423311e-373,19,852.3738295473684544291002873188051566289561319980291671180965176067364559
-851.25,-2.3782410250394322613775050119167663607533274222114448850078790816810056326e-373,19,852.24882937609754171782206751469136560835853913201120069299261457893565155
-851.125,-2.695295460171017469230175560979673069440262078539037711651433662354944977e-373,19,852.12382920477649766847622685712139609961678568779017418185244860566922555
-851,-3.0546179707851603643712526599994399689743796705801323199236725426717312369e-373,19,851.99882903340530026740734365767408784000550246308463461449795213676361322
-850.875,-3.4618435292787232392335463568626141305185538014673584743806540344562692881e-373,19,851.8738288619839274880692013662666325464194320949674708770831282072047149
-850.75,-3.9233583360895116580086089325717130259854703599126512153034151497663051327e-373,19,851.74882869051235729101535137076057351519255594457782819083337847995726491
-850.625,-4.4463999700455492270893812546488368072560568147422558612611246809391977946e-373,19,851.62382851899056762388966750467189314515336873195418627729022729821362187
-850.5,-5.0391708903301965463511454170586524653881257077930975699615381703966397236e-373,19,851.49882834741853642141689225448404698909229264755800202418354628913593705
-850.375,-5.7109670700461862210256029489636587621988337580460152432909056229663893356e-373,19,851.37382817579624160539317465805284066365422077438468618914727475973793481
-850.25,-6.4723237786621175021793517660931179827725063208749371729245816528821624043e-373,19,851.24882800412366108467659988558207053665249470841819086138406844624059916
-850.125,-7.3351807995614586866404437219861176093680782029297691703400010457107167674e-373,19,851.12382783240077275517771049463886054468243450569007145211615167772934525
-850,-8.3130696737042499853013935738655508338371153193220917297553150394334067197e-373,19,850.99882766062755449985001935066762575341400306524835567723914519623539501
-849.875,-9.4213259058353690812376033370402644128724376642266017890035547522111930178e-373,19,850.87382748880398418868051420445157833875437107084362387802923405162578234
-849.75,-1.0677329461147539922801425542092558302076726290105335871659365197260940944e-372,19,850.7488273169300396786801539179606635198509840102736760842058177618646347
-849.625,-1.2100777323971550059787192416804019073006872513073176956478172296036959502e-372,19,850.62382714500569881387435633001477159528195819453766088824906343069464353
-849.5,-1.3713992392878185143069099156863109188314823790792744284092846637567529371e-372,19,850.49882697303093942529347775318101760234973911952643518239469324893166532
-849.375,-1.5542273556421574275323624274272509850912051567896623934102781278432041615e-372,19,850.3738268010057393309632840933138122167211313539849295661654806652419435
-849.25,-1.7614292439568604766242937256518883902760392951898049488769335565916969496e-372,19,850.24882662893007633589541358313636631627588509683140604129808559577844994
-849.125,-1.9962543042771852650974553004646902305249622097572921857441838991811648936e-372,19,850.12382645680392823207783112125217712943941841433984234975841095160872233
-849,-2.2623851325132369030438506008163000658248581066487999723501690872265558896e-372,19,849.99882628462727279846527420796493605495391551643196899058429636054836678
-848.875,-2.563995272317219479632013766688344098106656681282978510799239022252527779e-372,19,849.8738261124000878009696904692751770574253962043237079423971313261999939
-848.75,-2.9058146662137439096197532396307260782088348604979905024646418201792984771e-372,19,849.74882594012235099245066676041184999148024661210734174316284766996592215
-848.625,-3.2932038324189406553431509785968874497821921281639507713055972170755139718e-372,19,849.62382576779404011270584984024685526734934859025087839070310729404370715
-848.5,-3.7322379306249346830956333052191195723945355306895580050389447907270704935e-372,19,849.49882559541513288846135860793041492251586605016950609908459243016721986
-848.375,-4.2298020351102138736848627621243361341182594073639324377327283147408083868e-372,19,849.37382542298560703336218789307498038802671647162296438004908073859325988
-848.25,-4.7936991092956833938388044354284028304711292152476327622460424373369277821e-372,19,849.24882525050544024796260379080518901445874744466919455639347813045702999
-848.125,-5.4327723750571132393482502148389215105428750405517984263515649310413040672e-372,19,849.12382507797461021971653053298117973159776611004844074616955104416923211
-848,-6.1570439958510911319978204680261746185086827250855445793263142703132460132e-372,19,848.99882490539309462296792888689236303784903371130854933845344121745682479
-847.875,-6.9778722485537861443574320507086471764991695725671334887298892905427909049e-372,19,848.87382473276087111894116607270851183043686744841157222169624174529107575
-847.75,-7.9081296488620904044950947339233341144166482848186754006077630436692210232e-372,19,848.74882456007791735573137719096479737572178955701689103541078030932926854
-847.625,-8.9624048237122236740752470580442535753437644620640131739314030878083022904e-372,19,848.62382438734421096829481815134713896058734754153996299548234430464180327
-847.5,-1.0157231296585063600946989316265473297750250086752120866911220994198636811e-371,19,848.49882421455972957843921009403396644091427806638558361942619505933098518
-847.375,-1.1511346773630746052676565973573032134053304538405364165445714206409415898e-371,19,848.37382404172445079481407529484021199172388155591050219819582678347502949
-847.25,-1.3045986996876540272498476521814046144124810776834987075306276772179004237e-371,19,848.24882386883835221290106454539905084565984275627689489641445803687419893
-847.125,-1.4785218772883155192811346622176128530737700522805330227701421042854494346e-371,19,848.12382369590141141500427599960660066208049143317497255674882728722863542
-847,-1.6756317399587070402512066803338431634513961206893961732538791982820948428e-371,19,847.99882352291360597024056547754446537811149643256008682646566740453244634
-846.875,-1.8990194410345212549826457140702176049719039177162670805902802290778946479e-371,19,847.87382334987491343452984821808467193548965015176571200086922549302681503
-846.75,-2.1521882343302833699526849484858433254837518674054250193097649787531503109e-371,19,847.74882317678531135058539207137119713280667166979014586526407943958543352
-846.625,-2.4391084138511072764423152378738531610555268683544849670620103384971719944e-371,19,847.62382300364477724790410212236191700170023861128251213876466227716471023
-846.5,-2.76427957787525158587112321503461231041277565776955330790556850798928381e-371,19,847.49882283045328864275679673660443252746755668045546847963961786453873286
-846.375,-3.1328011938686031320978559242882314760002679965007815776148487129701059885e-371,19,847.37382265721082303817847501940883320929184370889565469297264843529074487
-846.25,-3.5504525708710225646737469936507957449402643908196641983775564114991205173e-371,19,847.24882248391735792395857567957005386253858194308760883009267437591014306
-846.125,-4.0237834935283613070937974790234441797375540867983930206765486983548150863e-371,19,847.12382231057287077663122728878206018512794820867663051857186929109599683
-846,-4.5602169391466332686517047825241190253204168477032708538839434640592725097e-371,19,846.99882213717733905946548992787566492152130881013188156075847947955209477
-845.875,-5.1681654886384912694501032827160031288945699059489240618732904401678994113e-371,19,846.87382196373074022245558821100132894103902105113412338629598055551122504
-845.75,-5.8571632569885946422893938949561690328414807277106176872847496019574067058e-371,19,846.74882179023305170231113567886784018168702867751001436840341466911869963
-845.625,-6.6380154122516287150695926135209857564789743019044294853954003918297497955e-371,19,846.62382161668425092244735055213728817601088479123877577452706134030859516
-845.5,-7.5229676279316262209121135532390532968022677496643980875322996038169085874e-371,19,846.49882144308431529297526283606626275128483281072676094730700096706311696
-845.375,-8.5258981261996930620003749009386854699902224258957354076272679293269939149e-371,19,846.37382126943322221069191276747270246211425486038437653569631363029155109
-845.25,-9.6625353236918163141577341054625814592513219990773015295215860646812466949e-371,19,846.24882109573094905907054059509730134878281104425451221398051113195516673
-845.125,-1.0950704493145289124121013261324219294363492638473722876343680113123572705e-370,19,846.1238209219774732082507676844178516988783596760733181378461464201561765
-845,-1.2410607309178317981941835868994427683921473856090395019799837903474632772e-370,19,845.99882074817277201502876893796435560231838998844021854497120530257973606
-844.875,-1.406513866222896327362284302617114930303051695652990317686941111169746826e-370,19,845.87382057431682282284743652217217921026698351086787694210898157465113806
-844.75,-1.5940245709134491151613474743872402485757371886143802579248367277585977158e-370,19,845.74882040040960296178653489179995071595860365164920723083343721193825109
-844.625,-1.8065334791216516955336570298056315541536042782725541279356502444621003999e-370,19,845.62382022645108974855284710292831614945317844673130347183933530305421202
-844.5,-2.047373260142902693837967037658408585920356797131574880878392747026989082e-370,19,845.49882005244126048647031240554506609814234105208466202142270507921576171
-844.375,-2.3203208832898415235741922444130137579367966008150047004136637302013976433e-370,19,845.37381987838009246547015510671153140967508779288599051191276227354612423
-844.25,-2.6296568505379549783199593470910765346075173183297656415363995175629527528e-370,19,845.2488197042675629620810046952945167831056157439269900187629216456686024
-844.125,-2.9802323258890859467452583640973205946037786697420086333336161089650432952e-370,19,845.12381953010364923941900721923739788668611247562479584101832642067676503
-844,-3.3775452142211727848641501216583339189607220611973860694747749501469989792e-370,19,844.99881935588832854717792790633335023599842190461361546049395144062559116
-843.875,-3.827826382744899769435305807626819045622078132161152167640452952199143679e-370,19,844.87381918162157812161924501945300650317260503680571327368265165846913029
-843.75,-4.338137377251733716991480463735099792453649764377879996159383730416365755e-370,19,844.74881900730337518556223493716815318587536650550258880778888998286049753
-843.625,-4.9164811656076284867810445841144461839886787210998930022209360696167177783e-370,19,844.62381883293369694837404845070237762263109168378909594027216676518670511
-843.5,-5.5719276452496380193874877129803166575415900241948170324033899685064019323e-370,19,844.49881865851252060595977826812886217789278989752647567233826741143220313
-843.375,-6.3147558829828390549288150308816922189962789282300570684498742826020958932e-370,19,844.37381848403982334075251771672479401510545232562733359388803636412324009
-843.25,-7.156615317783533775263911553987053031483819401315130105638205732720500747e-370,19,844.24881830951558232170341063438111620776196393150603731622669665769257018
-843.125,-8.1107084547069931255251245705486715482138734387488109820720083555771878707e-370,19,844.12381813493977470427169244095558898606932203824892154719284699461979398
-843,-9.1919979150379722264616964307069134422356355184935082866184511348876504177e-370,19,843.99881796031237763041472238044635865921382355986904028611456396900750885
-842.875,-1.0417441089795629343489861011600791585594364075455441389667823127224081701e-369,19,843.87381778563336822857800692485244616919709011447858733218466818516153862
-842.75,-1.1806256076601745220377370818071816415701317948779793253872480449848463289e-369,19,843.74881761090272361368521433057676730063493415845680223972622619645098642
-842.625,-1.3380223070531340455260489298344199907353272542079533024271484334848185662e-369,19,843.6238174361204208871281803382164822705583250074310209022812359705138973
-842.5,-1.516402593558210228132093009493866803074854072113025297222939545200976856e-369,19,843.49881726128643713675690500657464373188579139817243075533223906290042077
-842.375,-1.7185639313543410442577114870359649828855019759835940551354658478586919114e-369,19,843.37381708640074943686954067171626912257064126701061924946592896981081638
-842.25,-1.94767673411996759245008418223746856371537163524007808837466879853222889e-369,19,843.24881691146333484820237102188110575815091644200082925023046518421547224
-842.125,-2.2073340856166173169034509814893433654186829485781155070004259163800867333e-369,19,843.12381673647417041791978127905448507719687788365531969897868844479772946
-842,-2.5016080888921718419876242118550610035959796547703158328698318732172479955e-369,19,842.99881656143323317960421947798677598557714346280992473630925958821453239
-841.875,-2.8351137278156818315580824814134356401418982405415533266791847658132347854e-369,19,842.87381638634050015324614883344104628513268043587013875860246818966494948
-841.75,-3.213081242470151605404261278071436799328625853634980211798620655887262091e-369,19,842.74881621119594834523399118643762569380513026891328601916852124933388624
-841.625,-3.6414381534510851175481950044983524553705929121054471648806390455107211916e-369,19,842.62381603599955474834406152025333394602492995398036893251610963168813175
-841.5,-4.1269022214407669508390485289817355277288663624435306211782144269230080822e-369,19,842.49881586075129634173049353692219288270291927420784905664678953856689342
-841.375,-4.6770867999244213731575486060622650848153068701933921053398658616029940382e-369,19,842.37381568545115009091515628497348227792906541077385468398327655713540343
-841.25,-5.3006202332741114567291549037600595633751151780156438344306886461935668647e-369,19,842.2488155100990929477775618291320253828709603475182784138761743956185742
-841.125,-6.0072811726976395238626932565765574356063382590064274152177860706665760217e-369,19,842.12381533469510185054476395269460177475504352549218361670599011256078635
-841,-6.8081519321872929161827238441246391947296442544057548423412966229808237637e-369,19,841.99881515923915372378124788328538205854202572118938564574493939068217956
-840.875,-7.7157922895220979606161563103347683975892406401701353980681832558952497661e-369,19,841.87381498373122547837881103268226125927639390588795401119520331383610914
-840.75,-8.7444364580143021110169747689371825556828131893576970167290605208709864602e-369,19,841.74881480817129401154643474139493534236445201214057380261709589906151846
-840.625,-9.9102163180746367717840397012690162252914783222664338822426155176615627531e-369,19,841.62381463255933620680014701866451818544696471474154426084823882241146571
-840.5,-1.1231414409500456344178355091942998542659530014686729296298216977299202626e-368,19,841.49881445689532893395287626854343447727649765833916934464427496731905564
-840.375,-1.272875065212481225635431093150881227136079857262807237056023270960510595e-368,19,841.37381428117924904910429599270324741424581354301352062603822866997370619
-840.25,-1.4425707291422680740841065594609183960643860304625121805809327704685991012e-368,19,841.24881410541107339463066046060698868206639975834103483214212049056970438
-840.125,-1.6348897165148559950088882670420452841422702122811576604724518824624983725e-368,19,841.12381392959077879917463133767145202665390224963461105996799230552360115
-840,-1.85284810664790902430123676713140478468946130310235162941880994606397385e-368,19,840.99881375371834207763509526203379071259271270030747511284586566687504761
-839.875,-2.0998640749110246351199344609937061459413937983163265627431151144291167508e-368,19,840.87381357779374003115697236052562331764218728262328334768690183532349379
-839.75,-2.3798114992386530958772144159690834450004795859149277682097901958728679037e-368,19,840.74881340181694944712101569444670159559308146022011941291309175239188685
-839.625,-2.6970807133504890997483164970349639786586550186926608200010023644460851517e-368,19,840.62381322578794709913360162571902853532994999132094485661321193475027247
-839.5,-3.0566473594648731127981751328151737446057112545204057824543234449817644425e-368,19,840.4988130497067097470165110939911342291126708497512465582577543229156513
-839.375,-3.4641504203145133456182485684600894759779545139756302657068150696028902663e-368,19,840.37381287357321413679670179525102171573103171318514537864674768889102583
-839.25,-3.9259806542322371288550600861513082998273979362123716327769453914940224173e-368,19,840.24881269738743700069607125249508456214746819171121013187038405758227886
-839.125,-4.4493808202252058975726476269324316051470335352746937265843159487709369793e-368,19,840.12381252114935505712121076898907256832537472679112929513719892804233342
-839,-5.0425592648577787680409805287813627605662838468976580403673953869235834992e-368,19,839.99881234485894501065315025464594160190847866218048366093309601816076281
-838.875,-5.7148186523158066698119780694317540480682219865263095868043201699213661698e-368,19,839.87381216851618355203709391603416816999881329498653888520579548745205866
-838.75,-6.4767018565150043222751586014680507360601315533105681911187130650372962684e-368,19,839.74881199212104735817214680051883889216870129215531053009873722994558311
-838.625,-7.340157303267745858989375282854030367169149211005468949260477800208239337e-368,19,839.62381181567351309210103218502653952969127200595221487259055426853425319
-838.5,-8.3187263555572820055008997748833224063938092116281656923723097003222856332e-368,19,839.49881163917355740299979979991376762840327803250667063991506929498434899
-838.375,-9.4277556806698588065566304303483446207904917285906442456483779365256522103e-368,19,839.37381146262115692616752487840727712420566261144208105532948026745671629
-838.25,-1.0684637929725188624767566300754240032358518257007334158336693777893754949e-367,19,839.24881128601628828301599802207343241850713140728631427937389615418801972
-838.125,-1.2109084504168653106856927673078002218870594057271911748233456829935007804e-367,19,839.12381110935892808105940587276230343343286220201075017168973810523656833
